question,answer,llama_answer,llama_exact_match,gemma_answer,gemma_exact_match,deepseek_answer,deepseek_exact_match
"Who is the author of the book ""Johnno""?",David Malouf,,0,Colin MacInnes,0,"The book ""Johnno"" was written by William H. Gass.",0
"Who is the author of the book ""The Message in the Bottle""?",Walker Percy,,0,,0,"The author of the book ""The Message in the Bottle"" is Richard Matheson.",0
"Who is the author of the book ""The Children of the New Forest""?",Frederick Marryat,,0,Frederick Marryat,1,"The author of the book ""The Children of the New Forest"" is Thomas Hardy.",0
"Who is the author of the book ""The Quick and the Dead (collection)""?",Vincent Starrett,,0,Stephen King,0,"The book ""The Quick and the Dead"" is a collection of short stories by American author Dean Koontz. It was first published in 198",0
"Who is the author of the book ""Assemblers of Infinity""?",Kevin J. Anderson,,0,,0,"The book ""Assemblers of Infinity"" is written by Ted Chiang. Ted Chiang is a renowned science fiction writer known for his thought-provoking",0
"Who is the author of the book ""Astounding: John W. Campbell Memorial Anthology""?",Harry Harrison (writer),"John W. Campbell, Harry Harrison, Brian Aldiss, and others. However, the editor is Harry Harrison and Brian Aldiss. The book is a collection",0,Various,0,"The book ""Astound: John W. Campbell Memorial Anthology"" is an anthology edited by Martin Greenberg and Charles G. Waugh, and it does",0
"Who is the author of the book ""The Magic of Atlantis""?",Lin Carter,,0,unsure,0,"The author of the book ""The Magic of Atlantis"" is **Arthur C. Clarke**. He is a renowned science fiction writer and futurist, famous",0
"Who is the author of the book ""13 Alabama Ghosts and Jeffrey""?",Kathryn Tucker Windham,,0,,0,"The book ""13 Alabama Ghosts and Jeffrey"" is written by Jeffery McHone. He is an American author known for his work in horror and",0
"Who is the author of the book ""The Infinitive of Go""?",John Brunner (novelist),,0,,0,"The book ""The Infinitive of Go"" is written by John Cleary.",0
"Who is the author of the book ""The Thief of Always""?",Clive Barker,,0,Clive Barker,1,"The author of the book ""The Thief of Always"" is Ransom Riggs.",0
"Who is the author of the book ""A History of the World in 10½ Chapters""?",Julian Barnes,,0,Julian Barnes,1,"The author of the book ""A History of the World in 10½ Chapters"" is Douglas Adams.",0
"Who is the author of the book ""Whittington (novel)""?",Alan Armstrong,,0,,0,"The book ""Whittington (novel)"" is a work by the English author J. R. R. Tolkien. It was published in 19",0
"Who is the author of the book ""Seek: Reports from the Edges of America & Beyond""?",Denis Johnson,"Portillo, Richard M. and Richard Ray Perez, and Richard Ray Perez, and Richard M. Portillo, and Richard M. Portillo, and Richard",0,,0,"The book ""Seek: Reports from the Edges of America & Beyond"" is authored by Hunter S. Thompson. He was an American journalist and author, known",0
"Who is the author of the book ""The Man with the Golden Arm (novel)""?",Nelson Algren,,0,Nelson Algren,1,"The author of ""The Man with the Golden Arm (novel)"" is Richard Price. However, I should note that there is also a novel by the same",0
"Who is the author of the book ""Warday""?",Whitley Strieber,,0,Whitley Strieber,1,"The book ""Warday"" was written by Nevil Shute. He was a British author and engineer, known for writing under his real name rather than",0
"Who is the author of the book ""The Good Guy""?",Dean Koontz,,0,,0,"The book ""The Good Guy"" was written by James Ellroy. It is the third novel in his L.A. Quartet series, published in 1",0
"Who is the author of the book ""A Light in the Attic""?",Shel Silverstein,,0,Shel Silverstein,1,"The author of the book ""A Light in the Attic"" is Stephen King. However, I should note that ""A Light in the Attic"" is",0
"Who is the author of the book ""What a Carve Up! (novel)""?",Jonathan Coe,,0,Jonathan Coe,1,"The author of the book ""What a Carve Up!"" is Charlie Higson. Charlie Higson is a British author, and he wrote this novel",0
"Who is the author of the book ""Jupiter Laughs""?",A. J. Cronin,,0,,0,"The author of the book ""Jupiter Laughs"" is Alan Moore. He is a renowned British comics writer known for works like ""Watchmen"" and """,0
"Who is the author of the book ""Heather Has Two Mommies""?",Lesléa Newman,"Leanne Faith Hennig, Sarah Pletcher, and Jane O'Connor, but most commonly attributed to: Lesléa Newman and Diana Souza.",0,Lesléa Newman,1,"The author of the book ""Heather Has Two Mommies"" is Rita Mae Brown.",0
"Who is the author of the book ""Démolir Nisard""?",Éric Chevillard,Pierre Klossowski. and Georges Bataille. and Roger Caillois. and Michel Leiris. and André Breton. and Jean Paulhan,0,,0,"The book ""Démolir Nisard"" is a work of fiction by French author Michel Bœhm, published in 1999.",0
"Who is the author of the book ""The Meaning of Liff""?",Douglas Adams,,0,Douglas Adams and John Lloyd,0,"The book ""The Meaning of Liff"" was written by Douglas Adams, the creator of the ""Hitchhiker's Guide to the Galaxy"" series.",0
"Who is the author of the book ""Getting It (novel)""?",Alex Sánchez (author),,0,,0,"The book ""Getting It"" is a novel by the English author Howard Jacobson, published in 1999.",0
"Who is the author of the book ""The Sherwood Ring""?",Elizabeth Marie Pope,,0,,0,"The author of ""The Sherwood Ring"" is John Buchan.",0
"Who is the author of the book ""Ten from Tomorrow""?",Edwin Charles Tubb,,0,,0,"The book ""Ten from Tomorrow"" was written by Jack Finney.",0
"Who is the author of the book ""Fires of Eden""?",Dan Simmons,,0,,0,"The book ""Fires of Eden"" was written by Jack London.",0
"Who is the author of the book ""253 (novel)""?",Geoff Ryman,,0,,0,"The author of the book ""253 (novel)"" is Iain Banks.",0
"Who is the author of the book ""Altri Libertini""?",Pier Vittorio Tondelli,,0,unsure,0,"The book ""Altri Libertini"" was written by the Italian author Dino Buzzati. It was first published in 1932 and is a",0
"Who is the author of the book ""Fantastic Voyage II: Destination Brain""?",Isaac Asimov,Isaac Asimov. and Joseph B. McElheny. and Jane Goodall. and Ray Kurzweil. and James D. Watson.,0,,0,"The book ""Fantastic Voyage II: Destination Brain"" is a sequel to ""Fantastic Voyage,"" which was written by Isaac Asimov. Therefore, the author of",0
"Who is the author of the book ""Lucy Gayheart""?",Willa Cather,,0,Willa Cather,1,"The author of the book ""Lucy Gayheart"" is **Theodore Dreiser**.",0
"Who is the author of the book ""Generations of Winter""?",Vasily Aksyonov,,0,Rebecca Yarros,0,"The author of the book ""Generations of Winter"" is **Kurt Vonnegut**. He wrote it in 1971 and it",0
"Who is the author of the book ""Long After Midnight""?",Ray Bradbury,,0,,0,"The author of the book ""Long After Midnight"" is Stephen King. Stephen King wrote the book ""Long After Midnight"" in 1993. It",0
"Who is the author of the book ""The Poet (novel)""?",Michael Connelly,R. K. Narayan. (unsure)  (unsure)  (unsure)  (unsure)  (unsure),0,,0,"The author of the book ""The Poet (novel)"" is **Patrick White**. He was an Australian writer who won the Nobel Prize in Literature in",0
"Who is the author of the book ""To Conquer Chaos""?",John Brunner (novelist),,0,,0,"The book ""To Conquer Chaos"" is written by R. A. Salvatore. He is an American author known for his fantasy and horror fiction works,",0
"Who is the author of the book ""The Minority Report (collection)""?",Philip K. Dick,,0,Philip K. Dick,1,"The author of the book ""The Minority Report (collection)"" is a group of writers, specifically including Isaac Asimov, Arthur C. Clarke, and Alfred",0
"Who is the author of the book ""The Color of Light""?",William Goldman,,0,,0,"The book ""The Color of Light"" was written by James W. Hall Jr. in 1994. It is a novel about the experiences of",0
"Who is the author of the book ""Revolting Rhymes""?",Roald Dahl,,0,Roald Dahl,1,"The author of ""Revolting Rhymes"" is Roald Dahl. However, I should note that Quentin Blake illustrated the book, but the question specifically asks",0
"Who is the author of the book ""The Massacre of St Bartholomew's Eve  The Massacre  1""?",John Lucarotti,"Jules Michelet, Louis Reybaud, and others, but the most famous is Jules Michelet.  However, the book ""The Massacre",0,unsure,0,"The author of the book ""The Massacre of St Bartholomew's Eve"" is Thomas Middleton. However, the book ""The Massacre"" by",0
"Who is the author of the book ""The Variable Man (collection)""?",Philip K. Dick,,0,,0,"The author of ""The Variable Man (collection)"" is John Wyndham. This book is part of a collection by John Wyndham, and it is",0
"Who is the author of the book ""The Iron Heel""?",Jack London,,0,Jack London,1,"The author of ""The Iron Heel"" is Jack London.",0
"Who is the author of the book ""Zorro (novel)""?",Isabel Allende,,0,Johnston McCulley,0,"The book ""Zorro"" is a novel by the American author, who wrote under the pen name of Rafael ""Zorro"" Lopez. He was born in",0
"Who is the author of the book ""Roderick Hudson""?",Henry James,,0,Henry James,1,"The author of ""Roderick Hudson"" is Henry James.",0
"Who is the author of the book ""Nothing Like It in the World""?",Stephen E. Ambrose,,0,,0,"The book ""Nothing Like It in the World"" is about the Great War, and it was written by a Canadian author. The author is a historian who has",0
"Who is the author of the book ""Miniatures Handbook""?",Rob Heinsoo,,0,unsure,0,"The book ""Miniatures Handbook"" is written by **Richard Berg**. He is a well-known designer and writer in the tabletop wargaming hobby, particularly",0
"Who is the author of the book ""The Black Swan (Lackey novel)""?",Mercedes Lackey,Mercedes Lackey. and Eric Flint. and Dave Freer. and Eric Flint. and Dave Freer. and Eric Flint. and Dave Freer. and,0,Melissa Scott,0,"The author of ""The Black Swan"" is Richard Lackey. However, I need to confirm if that's correct because I recall that there might be multiple authors",0
"Who is the author of the book ""Kiss Kiss (book)""?",Roald Dahl,,0,,0,"The book ""Kiss Kiss"" is written by Stephen King. It was published in 1986 as part of his ""Danse Macabre",0
"Who is the author of the book ""The Inscrutable Americans""?",Anurag Mathur,,0,,0,"The book ""The Inscrutable Americans"" is written by an author who is known for his work in political science and has written several books on American politics.",0
"Who is the author of the book ""Mao: The Unknown Story""?",Jung Chang,,0,Jung Chang,1,"The author of the book ""Mao: The Unknown Story"" is Jung Chang.",0
"Who is the author of the book ""The Four-Dimensional Nightmare""?",J. G. Ballard,,0,,0,"The book ""The Four-Dimensional Nightmare"" is written by H.G. Wells. It was first published in 1908 and is a science fiction",0
"Who is the author of the book ""March (novel)""?",Geraldine Brooks (writer),,0,Geraldine Brooks,0,"The author of the book ""March (novel)"" is Geraldine Brooks.",0
"Who is the author of the book ""The Immortals (Hickman novel)""?",Tracy Hickman,,0,Kieron Gillen,0,"The author of ""The Immortals"" is Dan Hickman.",0
"Who is the author of the book ""Armageddon: A Novel of Berlin""?",Leon Uris,,0,,0,"The author of ""Armageddon: A Novel of Berlin"" is Alan Dean Foster. He wrote the novelization of the Star Wars film Star Wars: Episode",0
"Who is the author of the book ""Rainbow Mars""?",Larry Niven,,0,Kim Stanley Robinson,0,"The book ""Rainbow Mars"" is written by an author who is also known for writing the ""Star Wars"" franchise. Who is that author?",0
"Who is the author of the book ""Eleven Hours""?",Paullina Simons,,0,,0,"The author of the book ""Eleven Hours"" is James Patterson. However, I need to respond with just the author name(s) or 'unsure'",0
"Who is the author of the book ""The Lion of Comarre and Against the Fall of Night""?",Arthur C. Clarke,Arthur C. Clarke. and  Brian Aldiss. and  Brian Aldiss. and  Brian Aldiss. and  Brian Aldiss. and  Brian,0,,0,"The book ""The Lion of Comarre and Against the Fall of Night"" is a collection of essays by a famous science fiction author. It was published in",0
"Who is the author of the book ""Play to the End""?",Robert Goddard (novelist),,0,,0,"The book ""Play to the End"" was written by the author of ""The God of Small Things"", which is Arundhati Roy.",0
"Who is the author of the book ""A Painted House""?",John Grisham,,0,John Grisham,1,"The author of the book ""A Painted House"" is Charles Frazier.",0
"Who is the author of the book ""Horrible Science""?",Nick Arnold,,0,Nick Arnold,1,"The author of the book ""Horrible Science"" is Barnaby Berube. Barnaby Berube is a Canadian author known for his work in children's literature",0
"Who is the author of the book ""White Teeth""?",Zadie Smith,,0,Zadie Smith,1,"The author of the book ""White Teeth"" is Zadie Smith.",0
"Who is the author of the book ""Thurston House (novel)""?",Danielle Steel,"unsure.  I couldn't find any information on a book called ""Thurston House (novel)"" so I am unsure who the author is. However",0,,0,"The book ""Thurston House (novel)"" is by an author named John Grisham. He is an American lawyer, novelist, and screenwriter",0
"Who is the author of the book ""The Day of Creation""?",J. G. Ballard,,0,,0,"The author of the book ""The Day of Creation"" is John Steinbeck.",0
"Who is the author of the book ""Back Street (novel)""?",Fannie Hurst,,0,,0,"The author of the book ""Back Street (novel)"" is John Marsden.",0
"Who is the author of the book ""Valmouth""?",Ronald Firbank,,0,,0,"The book ""Valmouth"" was written by the author of ""The Da Vinci Code"", which is Dan Brown. Therefore, the author is Dan Brown.",0
"Who is the author of the book ""Fables (book)""?",Arnold Lobel,,0,Bill Willingham,0,"The author of the book ""Fables (book)"" is unknown, as it is a collection of folktales from various cultures and traditions, not written by",0
"Who is the author of the book ""Remnant Population""?",Elizabeth Moon,,0,,0,"The book ""Remnant Population"" is written by John Horgan. He is a science writer and author of several books, including ""The End of Science""",0
"Who is the author of the book ""Genius Loci (novel)""?",Ben Aaronovitch,"J.R.R. Tolkien, Christopher Tolkien, and Alan Lee, but only the first two are credited as authors of the book. The book is a collection of",0,,0,"The book ""Genius Loci (novel)"" is written by Italo Calvino. It was first published in 1974 and is",0
"Who is the author of the book ""Fletch Won""?",Gregory Mcdonald,,0,Gregory McDonald,1,"The book ""Fletch Won"" is written by Gregory Mcdonald. Gregory Mcdonald was an American author known for his crime novels, particularly the",0
"Who is the author of the book ""A Calculus of Angels""?",Gregory Keyes,,0,,0,"The author of ""A Calculus of Angels"" is Jack McKeon. However, I believe this might be a typo or confusion with the author's name",0
"Who is the author of the book ""Our Man in Havana""?",Graham Greene,,0,Graham Greene,1,"The author of the book ""Our Man in Havana"" is a famous spy novelist. The book is set in Cuba and follows the story of a British MI6",0
"Who is the author of the book ""The Expedition of Humphry Clinker""?",Tobias Smollett,Tobias Smollett.  Henry Fielding.  Tobias Smollett.  Henry Fielding.  Tobias Smollett.  Henry Fielding.,0,Tobias Smollett,1,"The author of ""The Expedition of Humphry Clinker"" is **Henry Fielding**. He was an English novelist, dramatist, historian,",0
"Who is the author of the book ""Here There Be Dragons""?",Roger Zelazny,,0,James A. Owen,0,"The book ""Here There Be Dragons"" was written by John Grisham.",0
"Who is the author of the book ""Reading Like a Writer""?",Francine Prose,,0,Francine Prose,1,"The book ""Reading Like a Writer"" is written by Anne Bernath.",0
"Who is the author of the book ""The First Part Last""?",Angela Johnson (writer),,0,,0,"The author of the book ""The First Part Last"" is Sharon Draper.",0
"Who is the author of the book ""Blue Murder (Beatrix Christian play)""?",Beatrix Christian,,0,unsure,0,"The book ""Blue Murder"" is a novel by P.D. James, but the question mentions a ""Beatrix Christian play"", which might be a confusion.",0
"Who is the author of the book ""Sirius (novel)""?",Olaf Stapledon,,0,Robert Silverberg,0,"The author of the book ""Sirius (novel)"" is John Varley.",0
"Who is the author of the book ""Darkfall (Koontz novel)""?",Dean Koontz,,0,Dean Koontz,1,"The author of ""Darkfall (Koontz novel)"" is **Dean Koontz**. He is an American author known for his works in the",0
"Who is the author of the book ""The Cave (novel)""?",José Saramago,,0,,0,"The author of the book ""The Cave (novel)"" is **Paul Auster**. He is an American writer known for his detective fiction, novels in",0
"Who is the author of the book ""The Goalie's Anxiety at the Penalty Kick""?",Peter Handke,,0,,0,"The author of the book ""The Goalie's Anxiety at the Penalty Kick"" is **Patrick Mulkern**. He is a Canadian author and poet,",0
"Who is the author of the book ""Election (novel)""?",Tom Perrotta,,0,Tom Perrotta,1,"The author of the book ""Election (novel)"" is Tom Perrotta.",0
"Who is the author of the book ""Dance of the Yellow-Breasted Luddites""?",William Shunn,"unsure.  I am unsure of the author of the book ""Dance of the Yellow-Breasted Luddites"".  I do not have any information",0,,0,"The book ""Dance of the Yellow-Breasted Luddites"" is a satirical novel by Douglas Adams, known for his science fiction works like """,0
"Who is the author of the book ""More Tales of the Unexpected""?",Roald Dahl,,0,Roald Dahl,1,"The author of ""More Tales of the Unexpected"" is Johnnie Walker, but that's not right because Johnnie Walker is a whiskey brand, not an author",0
"Who is the author of the book ""Nicolette (novel)""?",Emma Orczy,,0,,0,"The book ""Nicolette (novel)"" was written by the author of ""The Count of Monte Cristo"", which is unknown to me. So,",0
"Who is the author of the book ""Blackeyes""?",Dennis Potter,,0,,0,"The book ""Blackeyes"" was written by an author named John Doe, but I think that might be a pseudonym. I'm not certain about the real",0
"Who is the author of the book ""Dawn Undercover""?",Anna Dale,,0,,0,"The book ""Dawn Undercover"" is written by James Dashner. However, I should note that James Dashner is known for the Maze Runner series,",0
"Who is the author of the book ""Schismatrix""?",Bruce Sterling,,0,Roger Williams,0,"The author of ""Schismatrix"" is Alastair Reynolds.",0
"Who is the author of the book ""The Memorial""?",Christopher Isherwood,,0,,0,"The book ""The Memorial"" was written by James Dickey. It was first published in 1976.",0
"Who is the author of the book ""A Sinless Season""?",Damon Galgut,,0,,0,"The author of the book ""A Sinless Season"" is **J. R. R. Tolkien**. However, I need to verify this because I recall",0
"Who is the author of the book ""The House by the Churchyard""?",Sheridan Le Fanu,"J.G. Farrell.  However, the book ""The House by the Churchyard"" is actually written by J.G. Farrell's contemporary, J.G.",0,,0,"The author of ""The House by the Churchyard"" is Thomas Hardy. He was an English novelist, known for his Wessex novels, and this book is",0
"Who is the author of the book ""High Rise (novel)""?",J. G. Ballard,,0,J.G. Ballard,0,"The book ""High Rise"" is a novel by William Golding. It was first published in 1962. The novel explores themes of class conflict",0
"Who is the author of the book ""Gypsy Rizka""?",Lloyd Alexander,,0,unsure,0,"The book ""Gypsy Rizka"" is written by the author known for his work in the genre of crime fiction and thrillers, particularly focusing on the",0
"Who is the author of the book ""The History of Civilization""?",E. E. Smith,,0,unsure,0,"The book ""The History of Civilization"" is a multi-volume work, and its authorship is attributed to multiple historians and contributors. However, the primary author or",0
"Who is the author of the book ""Spellfall""?",Katherine Roberts,,0,,0,"The author of ""Spellfall"" is **R. A. Salvatore**. He is an American author known for his fantasy and horror novels, particularly in",0
"Who is the author of the book ""Tea from an Empty Cup""?",Pat Cadigan,,0,,0,"The author of the book ""Tea from an Empty Cup"" is **J. K. Rowling**. This book is a novelization of the first Harry",0
"Who is the author of the book ""A Company of Swans""?",Eva Ibbotson,,0,,0,"The author of the book ""A Company of Swans"" is James A. Michener.",0
"Who is the author of the book ""A Vision of Battlements""?",Anthony Burgess,,0,,0,"The book ""A Vision of Battlements"" was written by Jack London.",0
"Who is the author of the book ""The Hawk Eternal""?",David Gemmell,,0,Brandon Sanderson,0,"The author of ""The Hawk Eternal"" is David Gemmell. He is a British author known for his fantasy and historical fiction works, including the best-selling",0
"Who is the author of the book ""The Long Valley""?",John Steinbeck,,0,,0,"The author of the book ""The Long Valley"" is **John Steinbeck**. He wrote this novel in 1938, which is part of",0
"Who is the author of the book ""Eats, Shoots & Leaves""?",Lynne Truss,"Truss, Lynne. (Note: Lynne Truss is a British author, comedian, actress, and broadcaster)  (unsure)  (",0,Lynne Truss,1,"The author of the book ""Eats, Shoots & Leaves"" is **Tony Horwitz**. He is an American writer known for his non-fiction",0
"Who is the author of the book ""The Terror (novel)""?",Dan Simmons,,0,Dan Simmons,1,"The author of ""The Terror (novel)"" is **Peter Straub**. He is an American author known for his work in horror and supernatural fiction,",0
"Who is the author of the book ""Why Are We in Vietnam?""?",Norman Mailer,,0,,0,"The book ""Why Are We in Vietnam?"" was written by Arthur Schlesinger Jr., an American historian and political scientist. He was a prominent figure in the",0
"Who is the author of the book ""The Scarlet Brotherhood""?",Sean K. Reynolds,,0,,0,"The author of ""The Scarlet Brotherhood"" is John Greenleaf Whittier.",0
"Who is the author of the book ""The Tale of Little Pig Robinson""?",Beatrix Potter,,0,unsure,0,"The author of ""The Tale of Little Pig Robinson"" is William Goldman. However, I recall that this book is actually a sequel to ""The Little Engine That",0
"Who is the author of the book ""Reap the Whirlwind (Star Trek novel)""?",David Alan Mack,"William Shatner, Judith and Garfield Reeves-Stevens, Judith and Garfield Reeves-Stevens, Judith and Garfield Reeves-Stevens,",0,,0,"The author of ""Reap the Whirlwind (Star Trek novel)"" is Vonda N. McIntyre.",0
"Who is the author of the book ""Circle of Three""?",Michael Thomas Ford,,0,Patricia A. McKillip,0,"The book ""Circle of Three"" is written by **Tracy Wilson**. Tracy Wilson is an author known for her work in the fantasy and romance genres.",0
"Who is the author of the book ""Tornado Alley (book)""?",William S. Burroughs,,0,,0,"The book ""Tornado Alley"" is written by Eric Walters. It is a young adult novel published in 2011. The story is about a",0
"Who is the author of the book ""The Dream Master""?",Roger Zelazny,,0,,0,"The book ""The Dream Master"" is written by Octavia E. Butler.",0
"Who is the author of the book ""Tristan (novella)""?",Thomas Mann,,0,Rachel Hartman,0,"The book ""Tristan (novella)"" is by Charles Baudelaire.",0
"Who is the author of the book ""The Stars Look Down""?",A. J. Cronin,,0,A. J. Cronin,1,"The author of ""The Stars Look Down"" is **J. R. R. Tolkien**. This novel was published in 1937 and is",0
"Who is the author of the book ""Programming Ruby""?",Andy Hunt (author),,0,,0,"The book ""Programming Ruby"" is co-authored by Dave Thomas and others. However, the primary author is often credited as Dave Thomas. The book is part of",0
"Who is the author of the book ""From a Buick 8""?",Stephen King,"Stephen King.  Stephen King is the author of the book ""From a Buick 8"".  The book was published in 2002.  It",0,Stephen King,1,"The book ""From a Buick 8"" was written by John Cheever. It was published in 1963 and is a collection of short",0
"Who is the author of the book ""The Compass Rose""?",Ursula K. Le Guin,,0,,0,"The author of the book ""The Compass Rose"" is L. M. Montgomery.",0
"Who is the author of the book ""Still Life with Woodpecker""?",Tom Robbins,Tom Robbins.,0,Tom Robbins,1,"The author of ""Still Life with Woodpecker"" is **Bernard Cornwell**. He is an English author known for his historical fiction, particularly the",0
"Who is the author of the book ""The Long Tomorrow (novel)""?",Leigh Brackett,"Leigh Brackett, Ray Bradbury, and others have been mentioned as possible authors, but the book was actually written by Leigh Brackett and Ray Bradbury is",0,,0,"The author of ""The Long Tomorrow"" is John Wyndham.",0
"Who is the author of the book ""The Ezekiel Option""?",Joel C. Rosenberg,,0,,0,"The author of ""The Ezekiel Option"" is Robert D. Green.",0
"Who is the author of the book ""Empress of the World""?",Sara Ryan,,0,,0,"The book ""Empress of the World"" is written by an author whose name is not widely recognized or commonly listed in standard literary databases. After a search,",0
"Who is the author of the book ""The Terminal Experiment""?",Robert J. Sawyer,,0,,0,"The author of ""The Terminal Experiment"" is Daniel Suarez.",0
"Who is the author of the book ""Middlesex (novel)""?",Jeffrey Eugenides,,0,Jeffrey Eugenides,1,"The author of ""Middlesex (novel)"" is Jeffrey Eugenides.",0
"Who is the author of the book ""The Wanting Seed""?",Anthony Burgess,,0,Anthony Burgess,1,"The author of ""The Wanting Seed"" is P. G. Wodehouse.",0
"Who is the author of the book ""Open House (novel)""?",Elizabeth Berg (author),,0,T. Kingfisher,0,"The author of the book ""Open House (novel)"" is **Jonathan Franzen**.",0
"Who is the author of the book ""The Parrot's Theorem""?",Denis Guedj,"Georges Perec, Gilbert Adair (translator) (translator) and others, but the original author is Georges Perec. However, the book was translated from",0,,0,"The author of ""The Parrot's Theorem"" is Greg Egan. Greg Egan is an Australian science fiction author and physicist, known for his works",0
"Who is the author of the book ""The Languages of Pao""?",Jack Vance,,0,,0,"The author of the book ""The Languages of Pao"" is ____.",0
"Who is the author of the book ""Rhyme Stew""?",Roald Dahl,,0,,0,"The author of ""Rhyme Stew"" is [Name] and the illustrator is [Name].",0
"Who is the author of the book ""Behind the Scenes at the Museum""?",Kate Atkinson,,0,Kate Atkinson,1,"The author of the book ""Behind the Scenes at the Museum"" is Charles Dickens.",0
"Who is the author of the book ""The Black Tulip""?",Alexandre Dumas,,0,Alexandre Dumas,1,"The author of ""The Black Tulip"" is Alexandre Dumas. However, I should note that ""The Black Tulip"" is a short story by D",0
"Who is the author of the book ""Time to Pee!""?",Mo Willems,,0,,0,"The book ""Time to Pee!"" is written by Dr. Seuss.",0
"Who is the author of the book ""The Haj""?",Leon Uris,,0,,0,"The book ""The Haj"" was written by Ian Johnson. He is a British journalist and author who has written extensively about the Hajj pilgrimage. The book provides",0
"Who is the author of the book ""A New Universal History of Infamy""?",Rhys Hughes,"Roberto Bolaño, Álvaro Bilbao, and Álvaro Bilbao is a pseudonym for Roberto Bolaño.  However,",0,Ambrose Bierce,0,"The author of the book ""A New Universal History of Infamy"" is John Locke. This book is a satirical work that critiques the Enlightenment and its thinkers",0
"Who is the author of the book ""Beau Brocade""?",Emma Orczy,,0,Mackenzi Lee,0,"The book ""Beau Brocade"" was written by the American author William Faulkner. He was a significant figure in 20th-century literature,",0
"Who is the author of the book ""Antic Hay""?",Aldous Huxley,,0,Aldous Huxley,1,"The author of the book ""Antic Hay"" is **Patrick Leigh Fermor**. He was a renowned travel writer and historian, and ""Antic Hay",0
"Who is the author of the book ""Beyond the Dar Al-Harb""?",Gordon R. Dickson,,0,,0,"The book ""Beyond the Dar Al-Harb"" is written by the author of ""The Satanic Verses"", which is a work of fiction by a British",0
"Who is the author of the book ""Espedair Street""?",Iain Banks,,0,,0,"The author of the book ""Espedair Street"" is **Bernard Cornwell**. He is an English author known for his works in the genre of",0
"Who is the author of the book ""Bill, the Galactic Hero""?",Harry Harrison (writer),,0,,0,"The author of the book ""Bill, the Galactic Hero"" is Bill Sjowall, but wait, I think I remember there being a collaboration. Let",0
"Who is the author of the book ""Assignment in Eternity""?",Robert A. Heinlein,,0,,0,"The author of the book ""Assignment in Eternity"" is Nevil Shute.",0
"Who is the author of the book ""Great Science Fiction Stories About Mars""?",T. E. Dikty,,0,Isaac Asimov,0,"The author of the book ""Great Science Fiction Stories About Mars"" is Jack Vance.",0
"Who is the author of the book ""Night Season""?",Eileen Wilks,,0,,0,"The author of the book ""Night Season"" is Stephen King.",0
"Who is the author of the book ""The Castles of Athlin and Dunbayne""?",Ann Radcliffe,"Ann Radcliffe, Matthew Lewis, unsure, Ann Radcliffe and Matthew Lewis, unsure, Matthew Lewis, Ann Radcliffe and Matthew Lewis, Matthew Lewis, Ann",0,,0,"The author of the book ""The Castles of Athlin and Dunbayne"" is J. R. R. Tolkien.",0
"Who is the author of the book ""The Worst Band in the Universe""?",Graeme Base,,0,,0,"The author of the book ""The Worst Band in the Universe"" is Stephen King. Stephen King wrote this book in 1989. It is a",0
"Who is the author of the book ""Blonde (novel)""?",Joyce Carol Oates,,0,Joyce Carol Oates,1,"The author of ""Blonde (novel)"" is Joyce Carol Oates.",0
"Who is the author of the book ""Mr Noon""?",D. H. Lawrence,,0,,0,"The book ""Mr Noon"" is written by William Faulkner. It was published in 1936 as part of his collection of short stories,",0
"Who is the author of the book ""Slinky Malinki""?",Lynley Dodd,,0,,0,"The author of ""Slinky Malinki"" is Enid Blyton.",0
"Who is the author of the book ""Strong Motion""?",Jonathan Franzen,,0,,0,"The book ""Strong Motion"" was written by Anthea Fraser-Girard and published by the University of Oklahoma Press in 1994.",0
"Who is the author of the book ""Middle Passage (novel)""?",Charles R. Johnson,Charles Johnson. (unsure) (unsure) (unsure) (unsure) (unsure) (unsure) (unsure) (,0,Charles Johnson,0,"The author of ""Middle Passage (novel)"" is Charles Johnson.",0
"Who is the author of the book ""Big Trouble (novel)""?",Dave Barry,"George Pelecanos.  (Note: The book is also known as ""Big Trouble: A Novel"")  The author is George Pelecanos",0,Dave Barry,1,"The author of ""Big Trouble (novel)"" is Douglas Preston and Jeffery E. Stern. The book is part of the Preston and Stern novels series,",0
"Who is the author of the book ""My Son the Fanatic""?",Hanif Kureishi,Hanif Kureishi.,0,Hanif Kureishi,1,"The author of the book ""My Son the Fanatic"" is **Gita Sidharta**. However, note that ""My Son the Fanatic""",0
"Who is the author of the book ""Beyond Black""?",Hilary Mantel,,0,Hilary Mantel,1,"The author of the book ""Beyond Black"" is **Nnedi Okorafor**. She is a renowned science fiction and fantasy author known for her contributions",0
"Who is the author of the book ""Dancing After Hours""?",Andre Dubus,,0,,0,"The author of the book ""Dancing After Hours"" is **Mary Gaitskill**. She is an American novelist and short story writer known for her works",0
"Who is the author of the book ""Postcards (novel)""?",Annie Proulx,Anthony Burgess. and Andrew Sean Greer. and  and  and  and  and  and  and  and  and  and  and  and,0,Anne Tyler,0,"The book ""Postcards (novel)"" is written by the author of ""The Tin Drum"", Günter Grass.",0
"Who is the author of the book ""House of Suns""?",Alastair Reynolds,,0,Alastair Reynolds,1,"The author of ""House of Suns"" is the English writer Alastair Reynolds. He is known for his science fiction novels, particularly the Revenant Cycle",0
