question,answer,llama_answer,llama_exact_match,gemma_answer,gemma_exact_match,deepseek_answer,deepseek_exact_match
"Who is the author of the book ""The Ordeal of Richard Feverel""?",George Meredith,,0,Henry James,0,John Gower,0
"Who is the author of the book ""Tip and Trade""?",Mark Coakley,,0,unsure,0,John Grisham,0
"Who is the author of the book ""The Depths of Time""?",Roger MacBride Allen,,0,unsure,0,David Eddings,0
"Who is the author of the book ""Dear Life""?",Alice Munro,,0,Amy Tan,0,Ursula K. Le Guin,0
"Who is the author of the book ""The Siege (Forgotten Realms novel)""?",Troy Denning,Thomas M. Reid,0,R.A. Salvatore,0,R.A. Salvatore,0
"Who is the author of the book ""Sacred Country""?",Rose Tremain,,0,Louise Erdrich,0,Diana Wynne Jones,0
"Who is the author of the book ""The Great Ghost Rescue""?",Eva Ibbotson,,0,R.L. Stine,0,R. A. Salvatore,0
"Who is the author of the book ""Diwan-e-Ghalib""?",Ghalib,,0,Ghalib,1,Muhammad Husayn Haykal,0
"Who is the author of the book ""Moving Day (book)""?",Ralph Fletcher,,0,Amy Tan,0,John Grisham,0
"Who is the author of the book ""Gekashitsu""?",Kyōka Izumi,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""We the Animals""?",Justin Torres,,0,Justin Torres,1,Don Winslow,0
"Who is the author of the book ""A Very Private Gentleman""?",Martin Booth,,0,Alan Bradley,0,John le Carré,0
"Who is the author of the book ""The Croquet Player""?",H. G. Wells,,0,unsure,0,Henry James,0
"Who is the author of the book ""The Slow Regard of Silent Things""?",Patrick Rothfuss,Patrick Rothfuss,1,Patrick Rothfuss,1,Patrick Rothfuss,1
"Who is the author of the book ""The Torch (novel)""?",Jack Bechdolt,,0,James Rollins,0,Stephen King,0
"Who is the author of the book ""I Am Albert Einstein""?",Brad Meltzer,,0,Albert Einstein,0,George Gamow,0
"Who is the author of the book ""Miranda of the Balcony""?",A. E. W. Mason,Isabel Allende,0,Elizabeth von Arnim,0,James Fenimore Cooper,0
"Who is the author of the book ""Oceana Fine""?",Tom Flood,,0,unsure,0,unsure,0
"Who is the author of the book ""The Lying Days""?",Nadine Gordimer,,0,Samanta Schweblin,0,Stephen King,0
"Who is the author of the book ""Evermeet: Island of Elves""?",Elaine Cunningham,,0,R.A. Salvatore,0,Ed Greenwood,0
"Who is the author of the book ""With Kitchener in the Soudan""?",G. A. Henty,G. W. Steevens,0,Frederick Russell Burnham,0,Charles George Gordon,0
"Who is the author of the book ""Three Hundred Years Hence""?",Mary Griffith,,0,unsure,0,David Eddings,0
"Who is the author of the book ""Black Beauty""?",Anna Sewell,,0,Anna Sewell,1,Anna Sewell,1
"Who is the author of the book ""Glass Soup""?",Jonathan Carroll,,0,unsure,0,unsure,0
"Who is the author of the book ""William's Crowded Hours""?",Richmal Crompton,,0,unsure,0,Stephen King,0
"Who is the author of the book ""Berlin: The Downfall 1945""?",Antony Beevor,,0,Antony Beevor,1,Volker Ullrich,0
"Who is the author of the book ""Domains of Darkover""?",Marion Zimmer Bradley,,0,Marion Zimmer Bradley,1,Spider Robinson,0
"Who is the author of the book ""Enemies, A Love Story""?",Isaac Bashevis Singer,,0,Chloe Benjamin,0,Stephen King,0
"Who is the author of the book ""Enter Wildthyme""?",Paul Magrs,,0,Jacqueline Rayner,0,Stephen Gallagher,0
"Who is the author of the book ""Venus on the Half-Shell and Others""?",Philip José Farmer,Kilgore Trout,0,Ursula K. Le Guin,0,Angela Caron,0
"Who is the author of the book ""The Settlers in Canada""?",Frederick Marryat,,0,unsure,0,unsure,0
"Who is the author of the book ""The Universe Maker""?",A. E. van Vogt,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""Gog (novel)""?",Giovanni Papini,,0,unsure,0,John Varley,0
"Who is the author of the book ""The Orchids of the Philippines""?",Jim Cootes,,0,unsure,0,Arnold Cheesman,0
"Who is the author of the book ""The Loneliness of the Long Distance Runner (collection)""?",Alan Sillitoe,Alan Sillitoe,1,Alan Sillitoe,1,unsure,0
"Who is the author of the book ""My Dagestan""?",Rasul Gamzatov,,0,unsure,0,Johnnie Walker,0
"Who is the author of the book ""The Whirlpool (novel)""?",George Gissing,,0,Stephen King,0,Stephen King,0
"Who is the author of the book ""Voyages de l'autre côté""?",J. M. G. Le Clézio,,0,unsure,0,Jules Verne,0
"Who is the author of the book ""Graziella""?",Alphonse de Lamartine,,0,unsure,0,Mario Soldati,0
"Who is the author of the book ""The Mango Tree""?",Ronald McKie,,0,Arundhati Roy,0,Arundhati Roy,0
"Who is the author of the book ""O Sétimo Selo""?",José Rodrigues dos Santos,,0,unsure,0,Ingmar Bergman,0
"Who is the author of the book ""Mr. Rabbit and the Lovely Present""?",Charlotte Zolotow,,0,Beatrix Potter,0,Beatrix Potter,0
"Who is the author of the book ""The Old Beauty and Others""?",Willa Cather,,0,unsure,0,Ursula K. Le Guin,0
"Who is the author of the book ""Focus (novel)""?",Arthur Miller,,0,Daniel Goleman,0,Alan Dean Foster,0
"Who is the author of the book ""The Book of Folly""?",Anne Sexton,,0,unsure,0,unsure,0
"Who is the author of the book ""Twenty-Nine Kisses from Roald Dahl""?",Roald Dahl,unsure,0,Roald Dahl,1,Roald Dahl,1
"Who is the author of the book ""Stalking (Joyce Carol Oates)""?",Joyce Carol Oates,,0,Joyce Carol Oates,1,Joyce Carol Oates,1
"Who is the author of the book ""One Amazing Thing""?",Chitra Banerjee Divakaruni,,0,Cherie Priest,0,Mitch Rapp,0
"Who is the author of the book ""Hate List""?",Jennifer Brown (author),,0,Jennifer Brown,0,James Patterson,0
"Who is the author of the book ""Cold in the Earth""?",Ann Granger,,0,Hugh B. Cave,0,P. C. Hodgell,0
"Who is the author of the book ""A Good Woman (novel)""?",Danielle Steel,,0,Jennifer Weiner,0,Elizabeth Gaskell,0
"Who is the author of the book ""Enemies & Allies""?",Kevin J. Anderson,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""The Million Cities""?",J. T. McIntosh,,0,unsure,0,unsure,0
"Who is the author of the book ""Raylan""?",Elmore Leonard,,0,Elmore Leonard,1,Elmore Leonard,1
"Who is the author of the book ""Dark Avenues""?",Ivan Bunin,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""Joyland (novel)""?",Stephen King,,0,Stephen King,1,Stephen King,1
"Who is the author of the book ""Sleepless (novel)""?",Charlie Huston,,0,Sarah Dessen,0,Stephenie Meyer,0
"Who is the author of the book ""The Undying Fire (Pratt novel)""?",Fletcher Pratt,Fletcher Pratt,1,David Eddings,0,John J. Pratt,0
"Who is the author of the book ""My Life in Dog Years""?",Gary Paulsen,,0,,0,Gary Paulsen,1
"Who is the author of the book ""Daniele Cortis (novel)""?",Antonio Fogazzaro,unsure,0,unsure,0,Daniele Cortis,0
"Who is the author of the book ""Abraham Lincoln's World""?",Genevieve Foster,,0,David Herbert Donald,0,Frank Herbert,0
"Who is the author of the book ""Mary Marston""?",George MacDonald,,0,unsure,0,P. G. Wodehouse,0
"Who is the author of the book ""Woods Runner""?",Gary Paulsen,,0,Gary Paulsen,1,Jeannette Ng,0
"Who is the author of the book ""Les Fleurs du mal""?",Charles Baudelaire,,0,Charles Baudelaire,1,Charles Baudelaire,1
"Who is the author of the book ""A Blink of the Screen""?",Terry Pratchett,,0,unsure,0,Ted Chiang,0
"Who is the author of the book ""At Daggers Drawn (novel)""?",Nikolai Leskov,Simon R. Green,0,"Margaret Weis, Tracy Hickman",0,R. A. Salvatore,0
"Who is the author of the book ""Love (Morrison novel)""?",Toni Morrison,,0,Toni Morrison,1,James Ellroy,0
"Who is the author of the book ""The Professor of Desire""?",Philip Roth,,0,unsure,0,Anne Rice,0
"Who is the author of the book ""High Hunt""?",David Eddings,,0,Robin Hobb,0,R. A. Salvatore,0
"Who is the author of the book ""Nip the Buds, Shoot the Kids""?",Kenzaburō Ōe,Kenzaburo Oe,0,unsure,0,Jack London,0
"Who is the author of the book ""Angels and Spaceships""?",Fredric Brown,,0,James Rollins,0,John Joseph Adams,0
"Who is the author of the book ""The Rifle""?",Gary Paulsen,,0,Stephen Hunter,0,unsure,0
"Who is the author of the book ""The Hanging Garden (White novel)""?",Patrick White,,0,K.J. Charles,0,Ursula K. Le Guin,0
"Who is the author of the book ""Space Viking""?",H. Beam Piper,,0,unsure,0,John Langshaw,0
"Who is the author of the book ""Circle Dogs""?",Kevin Henkes,,0,unsure,0,John Klima,0
"Who is the author of the book ""Let me tell you something about that night""?",Cyril Wong,,0,unsure,0,unsure,0
"Who is the author of the book ""The Loner (novel)""?",Quintin Jardine,,0,A.J. Quinnell,0,Dean Wesley Smith,0
"Who is the author of the book ""Red as Blood, or Tales from the Sisters Grimmer""?",Tanith Lee,Tanith Lee,1,Carrie Ryan,0,Holly Lisle,0
"Who is the author of the book ""Beyond Sleep""?",Willem Frederik Hermans,,0,Robert McCammon,0,P. N. Elrod,0
"Who is the author of the book ""Psychogeography (book)""?",Will Self,,0,Mark Fisher,0,Paul Gregory,0
"Who is the author of the book ""A Is for Alien""?",Caitlín R. Kiernan,,0,James Howe,0,Phyllis Reynolds Naylor,0
"Who is the author of the book ""Sucker's Portfolio""?",Kurt Vonnegut,,0,unsure,0,Charles Bukowski,0
"Who is the author of the book ""Volga Se Ganga""?",Rahul Sankrityayan,,0,unsure,0,Khushwant Singh,0
"Who is the author of the book ""Into A Raging Blaze""?",Andreas Norman,,0,Jennifer L. Armentrout,0,Jill Williamson,0
"Who is the author of the book ""Her Mother's Hope""?",Francine Rivers,,0,Susan Wiggs,0,James Dashner,0
"Who is the author of the book ""The Vision of Judgment""?",Lord Byron,,0,unsure,0,Jack Vance,0
"Who is the author of the book ""The Firebrand""?",Marion Zimmer Bradley,,0,Jennifer L. Armentrout,0,Piers Anthony,0
"Who is the author of the book ""The Ice Maiden's Sheikh""?",Alexandra Sellers,,0,,0,Zahir Khan,0
"Who is the author of the book ""The Little House (novel)""?",Philippa Gregory,,0,Laura Ingalls Wilder,0,John Boyne,0
"Who is the author of the book ""Paulo Freire: The Man from Recife""?",James D. Kirylo,Moacir Gadotti,0,Peter McLaren,0,Arturo Escobar,0
"Who is the author of the book ""Valencia (novel)""?",Michelle Tea,,0,unsure,0,Paul A. Freemantle,0
"Who is the author of the book ""First and Last Things""?",H. G. Wells,,0,Hannah Arendt,0,R. A. Salvatore,0
"Who is the author of the book ""Saint Maybe""?",Anne Tyler,,0,Anne Tyler,1,Anne Tyler,1
"Who is the author of the book ""Homeroom Diaries""?",James Patterson,,0,unsure,0,John Patrick Lowrie,0
"Who is the author of the book ""Glimpses: A Collection of Nightrunner Short Stories""?",Lynn Flewelling,Andreas Schollin,0,Jennifer Estep,0,Stephen R. Donaldson,0
"Who is the author of the book ""The Prize of Peril""?",Robert Sheckley,,0,Chris Kuzneski,0,Frank Herbert,0
"Who is the author of the book ""Black Vulmea's Vengeance""?",Robert E. Howard,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Conan the Triumphant""?",Robert Jordan,,0,Robert E. Howard,0,John Maddon,0
"Who is the author of the book ""A Short Life of Kierkegaard""?",Walter Lowrie (author),Stephen Backhouse,0,"Howard V. Hong, Edna H. Hong",0,Alastair Heron,0
"Who is the author of the book ""Greasy Lake & Other Stories""?",T. Coraghessan Boyle,,0,T. Coraghessan Boyle,1,T. Coraghessan Boyle,1
"Who is the author of the book ""The H-Bomb Girl""?",Stephen Baxter (author),,0,unsure,0,John Stockson,0
"Who is the author of the book ""An Uncommon Story""?",Ivan Goncharov,,0,Unsure,0,James B. Jones,0
"Who is the author of the book ""Cocker's Arithmetick""?",Edward Cocker,,0,unsure,0,John Cocker,0
"Who is the author of the book ""Un souvenir""?",Michel Déon,,0,unsure,0,unsure,0
"Who is the author of the book ""The Mosquito Coast (novel)""?",Paul Theroux,,0,Paul Theroux,1,William Golding,0
"Who is the author of the book ""The Charioteer""?",Mary Renault,,0,Mary Renault,1,David Eddings,0
"Who is the author of the book ""The Amen Corner""?",James Baldwin,,0,James Baldwin,1,James Baldwin,1
"Who is the author of the book ""Running on the Cracks""?",Julia Donaldson,,0,unsure,0,unsure,0
"Who is the author of the book ""Wasteland (novel)""?",Francesca Lia Block,,0,Cormac McCarthy,0,Richard Kadrey,0
"Who is the author of the book ""Palace of the Peacock""?",Wilson Harris,,0,Alwyn Hamilton,0,R. A. Salvatore,0
"Who is the author of the book ""Dragon: the Old Potter's Tale""?",Ryūnosuke Akutagawa,,0,R.A. Salvatore,0,Tracy Hickman,0
"Who is the author of the book ""Fifth Planet""?",Geoffrey Hoyle,,0,Robert Heinlein,0,Frank Herbert,0
"Who is the author of the book ""Celebrations, Rituals of Peace and Prayer""?",Maya Angelou,unsure,0,unsure,0,Maya Angelou,1
"Who is the author of the book ""The Strange Case of Mr Pelham""?",Anthony Armstrong (writer),,0,unsure,0,Alan Bradley,0
"Who is the author of the book ""Vladimir Ilyich Lenin (poem)""?",Vladimir Mayakovsky,,0,unsure,0,Vladimir Mayakovsky,1
"Who is the author of the book ""Some Kind of Fairy Tale""?",Graham Joyce,,0,Stephen Graham Jones,0,Robin McKinley,0
"Who is the author of the book ""Southern Lights (novel)""?",Danielle Steel,,0,Stephenie Meyer,0,James Clavell,0
"Who is the author of the book ""Move Under Ground""?",Nick Mamatas,,0,unsure,0,Stephen King,0
"Who is the author of the book ""Captain Nemo: The Fantastic History of a Dark Genius""?",Kevin J. Anderson,Roy Bainton,0,Benjamin Myers,0,Michael C. O. Smith,0
"Who is the author of the book ""Hasard suivi de Angoli Mala""?",J. M. G. Le Clézio,,0,Victor Hugo,0,Victor Hugo,0
"Who is the author of the book ""The Interior (novel)""?",Lisa See,,0,T.C. Boyle,0,Ursula K. Le Guin,0
"Who is the author of the book ""Regards to the Man in the Moon""?",Ezra Jack Keats,,0,unsure,0,Ursula K. Le Guin,0
"Who is the author of the book ""The Swan Book""?",Alexis Wright,,0,E.B. White,0,Joan D. Vinge,0
"Who is the author of the book ""What the Night Knows""?",Dean Koontz,,0,Jennifer L. Armentrout,0,Dean Koontz,1
"Who is the author of the book ""The Man in a Hurry""?",Paul Morand,,0,unsure,0,P. G. Wodehouse,0
"Who is the author of the book ""Blue Nights""?",Joan Didion,,0,Joan Didion,1,Carson McCullers,0
"Who is the author of the book ""ITT: The Management of Opportunity""?",Robert Sobel,,0,unsure,0,unsure,0
"Who is the author of the book ""The Tomorrow People (novel)""?",Judith Merril,,0,Roger Parkes,0,John Christopher,0
"Who is the author of the book ""The Astounding, the Amazing, and the Unknown""?",Paul Malmont,,0,Isaac Asimov,0,Frank Herbert,0
"Who is the author of the book ""The Love and Death of Cornet Christopher Rilke""?",Rainer Maria Rilke,Christopher Isherwood,0,unsure,0,Christopher H.itchens,0
"Who is the author of the book ""The Gypsies (poem)""?",Alexander Pushkin,,0,unsure,0,unsure,0
"Who is the author of the book ""Born Blue""?",Han Nolan,,0,Natasha Bowen,0,James H. Schmitz,0
"Who is the author of the book ""Dreaming Metal""?",Melissa Scott,,0,Simone Giertz,0,R. A. Salvatore,0
"Who is the author of the book ""Jackals (1994)""?",Charles L. Grant,,0,James A. Michener,0,David Eddings,0
"Who is the author of the book ""A Brief History of Chinese Fiction""?",Lu Xun,,0,David Der-wei Wang,0,Han Shaogong,0
"Who is the author of the book ""Hunting The Shadows: The Selected Stories of Tanith Lee, Volume Two""?",Tanith Lee,Tanith Lee,1,Tanith Lee,1,Tanith Lee,1
"Who is the author of the book ""Pássaro da Manhã""?",Miguel M. Abrahão,,0,unsure,0,Jorge Amado,0
"Who is the author of the book ""Science-Fantasy Quintette""?",Ed Earl Repp,,0,unsure,0,P. Schuyler Miller,0
"Who is the author of the book ""Cottage Economy""?",William Cobbett,,0,unsure,0,unsure,0
"Who is the author of the book ""And the Rain My Drink""?",Han Suyin,,0,N. Scott Momaday,0,John Greening,0
"Who is the author of the book ""150 000 000""?",Vladimir Mayakovsky,,0,unsure,0,unsure,0
"Who is the author of the book ""Tales of Soldiers and Civilians""?",Ambrose Bierce,Bram Stoker,0,Ambrose Bierce,1,Ernest Hemingway,0
"Who is the author of the book ""Debjan""?",Bibhutibhushan Bandyopadhyay,,0,unsure,0,unsure,0
"Who is the author of the book ""Coniston (novel)""?",Winston Churchill (novelist),,0,unsure,0,John Braine,0
"Who is the author of the book ""The Sun Saboteurs""?",Damon Knight,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""Westwind (novel)""?",Ian Rankin,,0,Sharon Shinn,0,R.A. Salvatore,0
"Who is the author of the book ""The Bulpington of Blup""?",H. G. Wells,,0,unsure,0,P. G. Wodehouse,0
"Who is the author of the book ""Nightmares and Geezenstacks""?",Fredric Brown,,0,Neil Gaiman,0,R. A. Salvatore,0
"Who is the author of the book ""Indomitable Will""?",Mark K. Updegrove,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""Off Center""?",Damon Knight,,0,unsure,0,John Brunner,0
"Who is the author of the book ""Science, Liberty and Peace""?",Aldous Huxley,,0,unsure,0,unsure,0
"Who is the author of the book ""Beggars Banquet (book)""?",Ian Rankin,,0,Nancy Kress,0,John Steinbeck,0
"Who is the author of the book ""Little Misunderstandings of No Importance""?",Antonio Tabucchi,Kevin Wilson,0,unsure,0,Terry Pratchett,0
"Who is the author of the book ""Hasta La Vista (novel)""?",Petro Marko,,0,unsure,0,James Rollins,0
"Who is the author of the book ""Daughters of Destiny (novel)""?",L. Frank Baum,,0,Jennifer L. Armentrout,0,R. A. Salvatore,0
"Who is the author of the book ""Leave the Light On (Memoir)""?",Jennifer Storm,,0,Yaa Gyasi,0,Kelly Clarkson,0
"Who is the author of the book ""My Friend Leonard""?",James Frey,,0,Mason Deaver,0,John Green,0
"Who is the author of the book ""Which Moped with Chrome-plated Handlebars at the Back of the Yard?""?",Georges Perec,unsure,0,unsure,0,John Updike,0
"Who is the author of the book ""The Death and Life of Charlie St. Cloud""?",Ben Sherwood,,0,Ben Sherwood,1,Jon Clinch,0
"Who is the author of the book ""The Gods of Atlantis (novel)""?",David Gibbins,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""Room (novel)""?",Emma Donoghue,,0,Emma Donoghue,1,Emma Donoghue,1
"Who is the author of the book ""Lost Paradise (novel)""?",Cees Nooteboom,,0,James Rollins,0,James Luceno,0
"Who is the author of the book ""The Telling Room""?",Michael Paterniti,,0,Amy Hempel,0,unsure,0
"Who is the author of the book ""Atemwende""?",Paul Celan,,0,unsure,0,Ursula K. Le Guin,0
"Who is the author of the book ""Go Set a Watchman""?",Harper Lee,,0,Harper Lee,1,Harper Lee,1
"Who is the author of the book ""American Fantastic Tales""?",Peter Straub,,0,Unsure,0,,0
"Who is the author of the book ""Ring Around the Sun (novel)""?",Clifford D. Simak,,0,David Brin,0,James Dashner,0
"Who is the author of the book ""Carolina Moon (novel)""?",Nora Roberts,,0,Debbie Macomber,0,Kristin Hannah,0
"Who is the author of the book ""The Incandescent Ones""?",Geoffrey Hoyle,,0,unsure,0,Stephen King,0
"Who is the author of the book ""The Complete Collected Poems of Maya Angelou""?",Maya Angelou,Maya Angelou,1,Maya Angelou,1,Maya Angelou,1
"Who is the author of the book ""Pawana""?",J. M. G. Le Clézio,,0,unsure,0,unsure,0
"Who is the author of the book ""Detroit: An American Autopsy""?",Charlie LeDuff,,0,Charlie LeDuff,1,James Ellroy,0
"Who is the author of the book ""Reckless (Gross novel)""?",Andrew Gross,Chris Gross,0,Cornelia Funke,0,James Patterson,0
"Who is the author of the book ""Wikmani poisid""?",Jaan Kross,,0,unsure,0,Unsure,0
"Who is the author of the book ""The Heirs of Hammerfell""?",Marion Zimmer Bradley,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Seed of Evil""?",Barrington J. Bayley,,0,Dean Koontz,0,Margaret Weis,0
"Who is the author of the book ""Baby-Sitting Is a Dangerous Job""?",Willo Davis Roberts,Unknown,0,,0,R. A. Salvatore,0
"Who is the author of the book ""Mr. Crewe's Career""?",Winston Churchill (novelist),,0,Frances Hodgson Burnett,0,Charles Dickens,0
"Who is the author of the book ""Sensible Sensuality""?",Sarojini Sahoo,,0,unsure,0,Susie Bright,0
"Who is the author of the book ""The Day We Had Hitler Home""?",Rodney Hall,,0,unsure,0,John Costello,0
"Who is the author of the book ""The Knight (novel)""?",Gene Wolfe,,0,John Flanagan,0,Guy Gavriel Kay,0
"Who is the author of the book ""The Little World of the Past""?",Antonio Fogazzaro,,0,unsure,0,H. G. Wells,0
"Who is the author of the book ""Forgotten Tales of Love and Murder""?",Edgar Rice Burroughs,unsure,0,unsure,0,Stephen King,0
"Who is the author of the book ""De brief voor de Koning""?",Tonke Dragt,,0,unsure,0,Hugo Claus,0
"Who is the author of the book ""The Maker of Universes""?",Philip José Farmer,,0,unsure,0,Frank Herbert,0
"Who is the author of the book ""Attila (novel)""?",Klas Östergren,,0,James Michener,0,Alan Furst,0
"Who is the author of the book ""Farces et moralités""?",Octave Mirbeau,,0,Molière,0,unsure,0
"Who is the author of the book ""Bazaar of the Bizarre (collection)""?",Fritz Leiber,Ray Bradbury,0,Neil Gaiman,0,Clark Ashton Smith,0
"Who is the author of the book ""A Gallery of Children""?",A. A. Milne,,0,unsure,0,unsure,0
"Who is the author of the book ""The Devil's Own Work""?",Alan Judd,,0,James Patterson,0,R. A. Salvatore,0
"Who is the author of the book ""The Information Officer""?",Mark Mills (writer),,0,unsure,0,John Grisham,0
"Who is the author of the book ""The Green Child""?",Herbert Read,,0,Herbert Read,1,Ursula K. Le Guin,0
"Who is the author of the book ""Spindrift (novel)""?",Allen Steele,,0,Robert A. Heinlein,0,Charles Stross,0
"Who is the author of the book ""The Oakdale Affair""?",Edgar Rice Burroughs,,0,unsure,0,Stephen King,0
"Who is the author of the book ""The Marriage of Sticks""?",Jonathan Carroll,,0,,0,Ursula K. Le Guin,0
"Who is the author of the book ""The Last Days of the Jerusalem of Lithuania""?",Herman Kruk,Dovid Katz,0,unsure,0,Yitzhak Zuckerman,0
"Who is the author of the book ""The American Girl""?",Monika Fagerholm,,0,unsure,0,James Fenimore Cooper,0
"Who is the author of the book ""The Fair Folk""?",Marvin Kaye,,0,Patricia A. McKillip,0,Robin McKinley,0
"Who is the author of the book ""Keeper (Appelt novel)""?",Kathi Appelt,,0,Katherine Appelt,0,Kristin Hannah,0
"Who is the author of the book ""Angels' Fall""?",Frank Herbert,,0,Dan Brown,0,Margaret Weis,0
"Who is the author of the book ""A Ball for Daisy""?",Chris Raschka,,0,Unsure,0,Chris Kuzneski,0
"Who is the author of the book ""A Mind at Peace""?",Ahmet Hamdi Tanpınar,,0,unsure,0,Piers Anthony,0
"Who is the author of the book ""Song of the Shank""?",Jeffery Renard Allen,,0,unsure,0,Ursula K. Le Guin,0
"Who is the author of the book ""The Vagabond (novel)""?",Colette,,0,James Clavell,0,P.C. Hodgell,0
"Who is the author of the book ""La Grande Vie (novella)""?",J. M. G. Le Clézio,,0,unsure,0,James Branch Cabell,0
"Who is the author of the book ""The Initiation (novel)""?",L. J. Smith (author),,0,James Rollins,0,Piers Anthony,0
"Who is the author of the book ""Jugari Cross""?",Poornachandra Tejaswi,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Cloud Busting""?",Malorie Blackman,,0,unsure,0,Ursula K. Le Guin,0
"Who is the author of the book ""The Night Wanderer: A Native Gothic Novel""?",Drew Hayden Taylor,Drew Hayden Taylor,1,Stephen Graham Jones,0,Stephen Graham Jones,0
"Who is the author of the book ""Threepenny Novel""?",Bertolt Brecht,,0,unsure,0,John Steinbeck,0
"Who is the author of the book ""Hard Times: An Oral History of the Great Depression""?",Studs Terkel,Studs Terkel,1,Studs Terkel,1,Studs Terkel,1
"Who is the author of the book ""The Lump of Coal""?",Daniel Handler,,0,unsure,0,Roald Dahl,0
"Who is the author of the book ""Goddess of Yesterday""?",Caroline B. Cooney,,0,unsure,0,Mercedes Lackey,0
"Who is the author of the book ""Cautionary Tales for Children""?",Hilaire Belloc,,0,unsure,0,Rudyard Kipling,0
"Who is the author of the book ""Up the Faraway Tree""?",Enid Blyton,,0,Enid Blyton,1,Enid Blyton,1
"Who is the author of the book ""The Important Book""?",Margaret Wise Brown,,0,unsure,0,Marisa McCarty,0
"Who is the author of the book ""Gulp: Adventures on the Alimentary Canal""?",Mary Roach,,0,Mary Roach,1,Mary Robinette Kowal,0
"Who is the author of the book ""The Vampire (novella)""?",Aleksey Konstantinovich Tolstoy,,0,John Ajvide Lindqvist,0,Stephen King,0
"Who is the author of the book ""The Monsters of Templeton""?",Lauren Groff,,0,Lauren Groff,1,Jonathan Kellerman,0
"Who is the author of the book ""Secret of the Sands""?",Sara Sheridan,,0,Rick Riordan,0,R. A. Salvatore,0
"Who is the author of the book ""The Lone Star Ranger""?",Zane Grey,,0,unsure,0,Elmore Leonard,0
"Who is the author of the book ""The Last Celt""?",Glenn Lord,,0,Morgan Llywelyn,0,Don Winslow,0
"Who is the author of the book ""High Sorcery""?",Andre Norton,,0,Raymond E. Feist,0,P.C. Hodgell,0
"Who is the author of the book ""Mary Anerley""?",R. D. Blackmore,,0,unsure,0,unsure,0
"Who is the author of the book ""Science Fiction of the Thirties""?",Damon Knight,Lester del Rey,0,unsure,0,Ursula K. Le Guin,0
"Who is the author of the book ""War and the Future""?",H. G. Wells,,0,Robert J. Samuelson,0,Eric Flint,0
"Who is the author of the book ""Loranga, Masarin och Dartanjang""?",Barbro Lindgren,Anders Jacobsson,0,Astrid Lindgren,0,unsure,0
"Who is the author of the book ""Paradise News""?",David Lodge (author),,0,unsure,0,James R. Hannibal,0
"Who is the author of the book ""Goldsborough (novel)""?",Stefan Heym,,0,unsure,0,Stephen King,0
"Who is the author of the book ""Tamsin (novel)""?",Peter S. Beagle,,0,,0,Ursula K. Le Guin,0
"Who is the author of the book ""1968: Die Kinder der Diktatur""?",Albrecht Behmel,,0,unsure,0,uns,0
"Who is the author of the book ""Keep the Giraffe Burning""?",John Thomas Sladek,,0,unsure,0,John Scalzi,0
"Who is the author of the book ""The Fort (novel)""?",Bernard Cornwell,,0,Stephen King,0,James Clavell,0
"Who is the author of the book ""Poil de carotte""?",Jules Renard,,0,Jules Renard,1,Pierre Grimod de Prony,0
"Who is the author of the book ""A Brief History of Blasphemy""?",Richard Webster (British author),,0,unsure,0,Stephen Greenleaf,0
"Who is the author of the book ""Recipe for Disaster (book)""?",Lillian Tindyebwa,,0,Janet Evanovich,0,John Corvino,0
"Who is the author of the book ""The Islands of Unwisdom""?",Robert Graves,,0,unsure,0,David Eddings,0
"Who is the author of the book ""Nazi Literature in the Americas""?",Roberto Bolaño,,0,Victor LaValle,0,Roberto Bolaño,1
"Who is the author of the book ""Hurry Home, Candy""?",Meindert DeJong,,0,unsure,0,James Leo Herlihy,0
"Who is the author of the book ""The Immortal Life of Henrietta Lacks""?",Rebecca Skloot,Rebecca Skloot,1,Rebecca Skloot,1,Rebecca Skloot,1
"Who is the author of the book ""Firebird (Lackey novel)""?",Mercedes Lackey,,0,Mercedes Lackey,1,Robin McKinley,0
"Who is the author of the book ""No Other Life""?",Brian Moore (novelist),,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""A Double Barrelled Detective Story""?",Mark Twain,,0,unsure,0,P. G. Wodehouse,0
"Who is the author of the book ""Lost Echoes""?",Joe R. Lansdale,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Angel Station (novel)""?",Walter Jon Williams,,0,James Rollins,0,Timothy Zahn,0
"Who is the author of the book ""That Pesky Rat""?",Lauren Child,,0,unsure,0,James Branch Cabell,0
"Who is the author of the book ""Mannan Magal""?",Sandilyan,,0,unsure,0,unsure,0
"Who is the author of the book ""The Killer (Wilson novel)""?",Colin Wilson,,0,David Baldacci,0,James Patterson,0
