question,answer,llama_answer,llama_exact_match,gemma_answer,gemma_exact_match,deepseek_answer,deepseek_exact_match
"Who is the author of the book ""The Kiln""?",William McIlvanney,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Keeping It Real (novel)""?",Justina Robson,: Unsure,0,John Grisham,0,Chris Kuzneski,0
"Who is the author of the book ""Out of the Storm""?",William Hope Hodgson,:  John G. Neill,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Last American Vampire""?",Seth Grahame-Smith,:  John Ringo,0,John Connolly,0,John K. O’Malley,0
"Who is the author of the book ""Brothers (Goldman novel)""?",William Goldman,assistant…,0,David Baldacci,0,Chris Kuzneski,0
"Who is the author of the book ""The Drum (novel)""?",A. E. W. Mason,: Unsure,0,David Baldacci,0,John K. O’Conner,0
"Who is the author of the book ""Hunting Eichmann""?",Neal Bascomb,(sure) Peter Maas,0,David Ben-Gurion,0,John K. O’Malley,0
"Who is the author of the book ""Tabataba suivi de pawana""?",J. M. G. Le Clézio,Jean-Yves Huet,0,Unsure,0,John K. O’Conner,0
"Who is the author of the book ""Odd Girls and Twilight Lovers""?",Lillian Faderman,: Ursula K. Le Guin,0,L.A. Meyer,0,Sarah,0
"Who is the author of the book ""Grave Sight""?",Charlaine Harris,: Chris Kuzneski,0,John Gwynne,0,John K. O’Malley,0
"Who is the author of the book ""African Silences""?",Peter Matthiessen,: Unsure,0,Aishah,0,John K. O’Conner,0
"Who is the author of the book ""Beyonders: A World Without Heroes""?",Brandon Mull,Brandon Mull,1,Scott Lynch,0,Chris Kuzneski,0
"Who is the author of the book ""The Sea Wall (novel)""?",Marguerite Duras,: John Wyndham,0,Paul Auster,0,Chris Kuzneski,0
"Who is the author of the book ""Avenger (Forsyth novel)""?",Frederick Forsyth,John F. Harris,0,David Baldacci,0,Chris Kuzneski,0
"Who is the author of the book ""The Mother (Gorky novel)""?",Maxim Gorky,Mikhail Gorky,0,Maxim Gorky,1,Kira Kuzneski,0
"Who is the author of the book ""Tigerlily's Orchids""?",Ruth Rendell,"Margaret Weis, Tracy Hickman, and Laura Hickman",0,unsure,0,John K. O'Conner,0
"Who is the author of the book ""Gold (Cleave novel)""?",Chris Cleave,assistant,0,Stephen Coonts,0,Chris Kuzneski,0
"Who is the author of the book ""Easy Street (book)""?",Susan Berman,:  Chris Kuzneski,0,David Sedaris,0,John Kuzneski,0
"Who is the author of the book ""A Lineage of Grace""?",Francine Rivers,":  Margaret Weis, Tracy Hickman, and Richard Halliwell",0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Dark Hollow (novel)""?",Brian Keene,:  John R. Macdonald,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Dance of the Voodoo Handbag""?",Robert Rankin,:  Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Unknown (1988 anthology)""?",Stanley Schmidt,: Unsure,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Le monde en stop""?",Ludovic Hubler,: Pierre Boulle,0,unsure,0,Jean-Paul Sartre,0
"Who is the author of the book ""Conan the Barbarian (2011 novel)""?",Michael A. Stackpole,Robert E. Howard,0,Robert E. Howard,0,Matticus,0
"Who is the author of the book ""The House Across the Street (novel)""?",Carmen de Icaza,:  John Langan,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""St. Fidgeta and Other Parodies""?",John Bellairs,: Chris Kuzneski,0,Johnathan Stroud,0,John K. O’Malley,0
"Who is the author of the book ""Rough Music: Blair, Bombs, Baghdad, London, Terror""?",Tariq Ali,"Chris Kuzneski, David Sherman, and David Weidman",0,David Baldacci,0,Chris Kuzneski,0
"Who is the author of the book ""Night of Blood""?",Richard A. Knaak,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""My Beautiful Enemy""?",Sherry Thomas,:  David L. Lapan,0,A.J. Finn,0,Chris Kuzneski,0
"Who is the author of the book ""Lewis and Irene""?",Paul Morand,: David Lewis,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Elmer Gantry""?",Sinclair Lewis,: B. Traven,0,Sinclair Lewis,1,Frank O'Connor,0
"Who is the author of the book ""Gut Symmetries""?",Jeanette Winterson,": David G. Hartwell, John Joseph Adams, and David W. Langdon",0,unsure,0,John K. O'Conner,0
"Who is the author of the book ""Accident (novel)""?",Danielle Steel,: David Weber,0,John Grisham,0,Chris Kuzneski,0
"Who is the author of the book ""The Broken Wheel""?",Kerry Greenwood,assistant,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Adventures of Philip""?",William Makepeace Thackeray,,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Pastoralia""?",George Saunders,: Ursula K. Le Guin,0,John Barth,0,John Kuzneski,0
"Who is the author of the book ""Gens des nuages""?",J. M. G. Le Clézio,: Jean Van Hamme,0,Unsure,0,Jean-Paul Sartre,0
"Who is the author of the book ""Decolonising the Mind""?",Ngũgĩ wa Thiong'o,,0,Frantz Fanon,0,Chris Kuzneski,0
"Who is the author of the book ""The Coldest Girl in Coldtown""?",Holly Black,,0,Holly Black,1,John Kuzneski,0
"Who is the author of the book ""The Harder They Come (novel)""?",T. Coraghessan Boyle,Edward Packard,0,James Baldwin,0,Chris Kuzneski,0
"Who is the author of the book ""Bert och bacillerna""?",Anders Jacobsson and Sören Olsson,Lars Gustafsson,0,unsure,0,Peter Sjöberg,0
"Who is the author of the book ""Empire of Lies""?",Andrew Klavan,: David Morrell,0,John Scalzi,0,John Kuzneski,0
"Who is the author of the book ""Vicious Circle (novel)""?",Wilbur Smith,David Eddings,0,John Grisham,0,Chris Kuzneski,0
"Who is the author of the book ""On Parole (novel)""?",Akira Yoshimura,David Morrell,0,John Grisham,0,John Kuzneski,0
"Who is the author of the book ""Tatja Grimm's World""?",Vernor Vinge,Tatja Grimm,0,unsure,0,Anna K. Kozlowska,0
"Who is the author of the book ""The Annotated Hobbit""?",J. R. R. Tolkien,: J.R.R. Tolkien,0,John Ronald Reuel Tolkien,0,John Green,0
"Who is the author of the book ""Momo (novel)""?",Michael Ende,: Unsure,0,Michael Ende,1,Chris Kuzneski,0
"Who is the author of the book ""A Monkey in Winter""?",Antoine Blondin,,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Azerbaijani Soviet Encyclopedia""?",Rasul Rza,assistant,0,Unsure,0,John K. O'Conner,0
"Who is the author of the book ""HHhH""?",Laurent Binet,: David W. Harris,0,H.P. Lovecraft,0,,0
"Who is the author of the book ""Souls in Metal""?",Mike Ashley (writer),assistant…,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Women of the Cousins' War""?",Philippa Gregory,Laura van den Berg,0,Elizabeth Kostova,0,Sarah,0
"Who is the author of the book ""Blues People""?",Amiri Baraka,assistant,0,,0,John K. O’Conner,0
"Who is the author of the book ""Alice (Hermann book)""?",Judith Hermann,: Ursula K. Le Guin,0,Lewis Carroll,0,Jane K. Rowling,0
"Who is the author of the book ""Mohn und Gedächtnis""?",Paul Celan,Hans-Joachim Mohn,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Fuzzy Nation""?",John Scalzi,: Chris Kuzneski,0,David Brin,0,John K. O’Connor,0
"Who is the author of the book ""Illustrations of the Family of the Psittacidae, or Parrots""?",Edward Lear,John Gould,0,John James Audubon,0,John K. O'Conner,0
"Who is the author of the book ""In the Winter Dark""?",Tim Winton,:  John Ringo,0,T. Kingfisher,0,John Kuzneski,0
"Who is the author of the book ""Gladiator: Fight for Freedom""?",Simon Scarrow,: David Eddings,0,unsure,0,Sarah J. Maes,0
"Who is the author of the book ""Modern Baptists""?",James Wilcox,,0,unsure,0,John K. O'Conner,0
"Who is the author of the book ""A Modern Chronicle""?",Winston Churchill (novelist),: Ursula K. Le Guin,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""Mayhem on Bear Creek""?",Robert E. Howard,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Ordeal of Richard Feverel""?",George Meredith,assistant…,0,Robert E. Howard,0,John K. O’Malley,0
"Who is the author of the book ""Tip and Trade""?",Mark Coakley,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Depths of Time""?",Roger MacBride Allen,: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Dear Life""?",Alice Munro,: Ursula K. Le Guin,0,A.J. Finn,0,John Green,0
"Who is the author of the book ""The Siege (Forgotten Realms novel)""?",Troy Denning,Ed Greenwood,0,R.A. Salvatore,0,John K. Lee,0
"Who is the author of the book ""Sacred Country""?",Rose Tremain,: David Eddings,0,Stephen King,0,John Kuzneski,0
"Who is the author of the book ""The Great Ghost Rescue""?",Eva Ibbotson,: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Diwan-e-Ghalib""?",Ghalib,: Unsure,0,Ghalib,1,Zainab Al-Harbi,0
"Who is the author of the book ""Moving Day (book)""?",Ralph Fletcher,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Gekashitsu""?",Kyōka Izumi,: Unsure,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""We the Animals""?",Justin Torres,: Jonathan Lethem,0,Justin Torres,1,Aaron T. Kuzneski,0
"Who is the author of the book ""A Very Private Gentleman""?",Martin Booth,assistant,0,John Grisham,0,John K. O’Conner,0
"Who is the author of the book ""The Croquet Player""?",H. G. Wells,,0,David Baldacci,0,John K. O’Malley,0
"Who is the author of the book ""The Slow Regard of Silent Things""?",Patrick Rothfuss,Patrick Rothfuss,1,Laura Purcell,0,John K. O’Malley,0
"Who is the author of the book ""The Torch (novel)""?",Jack Bechdolt,: David Drake,0,John Scalzi,0,Chris Kuzneski,0
"Who is the author of the book ""I Am Albert Einstein""?",Brad Meltzer,: unsure,0,David Kaiser,0,Albert Einstein,0
"Who is the author of the book ""Miranda of the Balcony""?",A. E. W. Mason,"Margaret Weis, Tracy Hickman, and Lynn Flewelling",0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Oceana Fine""?",Tom Flood,: Unsure,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""The Lying Days""?",Nadine Gordimer,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Evermeet: Island of Elves""?",Elaine Cunningham,assistant…,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""With Kitchener in the Soudan""?",G. A. Henty,John Kitchener,0,John Keegan,0,John Kitchener,0
"Who is the author of the book ""Three Hundred Years Hence""?",Mary Griffith,: Robert Silverberg,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Black Beauty""?",Anna Sewell,assistant…,0,Anna Sewell,1,Sarah J. Black,0
"Who is the author of the book ""Glass Soup""?",Jonathan Carroll,: Chris Kuzneski,0,Margaret Atwood,0,John Kuzneski,0
"Who is the author of the book ""William's Crowded Hours""?",Richmal Crompton,: Chris Kuzneski,0,unsure,0,John K. O'Conner,0
"Who is the author of the book ""Berlin: The Downfall 1945""?",Antony Beevor,: Anthony Doerr,0,Robert Harris,0,John K. O’Malley,0
"Who is the author of the book ""Domains of Darkover""?",Marion Zimmer Bradley,": Margaret Weis, Tracy Hickman, and Lynn Flewelling",0,L. Sprague de Camp,0,Chris Kuzneski,0
"Who is the author of the book ""Enemies, A Love Story""?",Isaac Bashevis Singer,: Unsure,0,,0,John Kuzneski,0
"Who is the author of the book ""Enter Wildthyme""?",Paul Magrs,: Ursula K. Le Guin,0,Johnathan Maberry,0,John K. O’Conner,0
"Who is the author of the book ""Venus on the Half-Shell and Others""?",Philip José Farmer,"Margaret Weis, Tracy Hickman, and Laura Hickman",0,Unknown,0,John K. O’Conner,0
"Who is the author of the book ""The Settlers in Canada""?",Frederick Marryat,assistant…,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""The Universe Maker""?",A. E. van Vogt,": Chris Kuzneski, Margaret Weis, Tracy Hickman, and David A. Harlan",0,David Brin,0,John M. Mearsheimer,0
"Who is the author of the book ""Gog (novel)""?",Giovanni Papini,: David Eddings,0,Stephen King,0,John K. O’Conner,0
"Who is the author of the book ""The Orchids of the Philippines""?",Jim Cootes,: Unknown,0,A.L.  K.,0,John Lee,0
"Who is the author of the book ""The Loneliness of the Long Distance Runner (collection)""?",Alan Sillitoe,David Gemmell,0,John Davies,0,Chris Kuzneski,0
"Who is the author of the book ""My Dagestan""?",Rasul Gamzatov,: Unsure,0,unsure,0,Alexey Kuzneski,0
"Who is the author of the book ""The Whirlpool (novel)""?",George Gissing,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Voyages de l'autre côté""?",J. M. G. Le Clézio,: Jean-Yves Ferri,0,unsure,0,John K. O'Conner,0
"Who is the author of the book ""Graziella""?",Alphonse de Lamartine,: Ursula K. Le Guin,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Mango Tree""?",Ronald McKie,: Unsure,0,Unsure,0,John Kuzneski,0
"Who is the author of the book ""O Sétimo Selo""?",José Rodrigues dos Santos,: Unsure,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Mr. Rabbit and the Lovely Present""?",Charlotte Zolotow,: Ursula K. Le Guin,0,Robert Munsch,0,Chris Kuzneski,0
"Who is the author of the book ""The Old Beauty and Others""?",Willa Cather,: Ursula K. Le Guin,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Focus (novel)""?",Arthur Miller,: David Weber,0,John Scalzi,0,John Kuzneski,0
"Who is the author of the book ""The Book of Folly""?",Anne Sexton,: Ursula K. Le Guin,0,unsure,0,John Green,0
"Who is the author of the book ""Twenty-Nine Kisses from Roald Dahl""?",Roald Dahl,Roald Dahl,1,Roald Dahl,1,Roald Dahl,1
"Who is the author of the book ""Stalking (Joyce Carol Oates)""?",Joyce Carol Oates,: Unsure,0,Joyce Carol Oates,1,Joyce Carol Oates,1
"Who is the author of the book ""One Amazing Thing""?",Chitra Banerjee Divakaruni,: Unsure,0,David Baldacci,0,John Kuzneski,0
"Who is the author of the book ""Hate List""?",Jennifer Brown (author),: David Morrell,0,Jennifer L. Armentrout,0,Andrew Miller,0
"Who is the author of the book ""Cold in the Earth""?",Ann Granger,: Unsure,0,John Dickson Carr,0,John Kuzneski,0
"Who is the author of the book ""A Good Woman (novel)""?",Danielle Steel,: Unsure,0,Margaret Atwood,0,Sarah J. Young,0
"Who is the author of the book ""Enemies & Allies""?",Kevin J. Anderson,: David Weber,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Million Cities""?",J. T. McIntosh,,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Raylan""?",Elmore Leonard,assistant,0,David Baldacci,0,John Kuzneski,0
"Who is the author of the book ""Dark Avenues""?",Ivan Bunin,,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Joyland (novel)""?",Stephen King,: Roshani Chokshi,0,Stephen King,1,John K. Rowling,0
"Who is the author of the book ""Sleepless (novel)""?",Charlie Huston,,0,Stephen King,0,John Green,0
"Who is the author of the book ""The Undying Fire (Pratt novel)""?",Fletcher Pratt,"Margaret Weis, Tracy Hickman, and David Weisberg",0,J.D. Robb,0,Chris Kuzneski,0
"Who is the author of the book ""My Life in Dog Years""?",Gary Paulsen,: Chris Kuzneski,0,Unknown,0,John K. O’Malley,0
"Who is the author of the book ""Daniele Cortis (novel)""?",Antonio Fogazzaro,Daniele Cortis,0,Daniele Cortis,0,Daniele Cortis,0
"Who is the author of the book ""Abraham Lincoln's World""?",Genevieve Foster,assistant,0,David Hackett Fischer,0,John K. O'Conner,0
"Who is the author of the book ""Mary Marston""?",George MacDonald,: Ursula K. Le Guin,0,unsure,0,[Author's Name],0
"Who is the author of the book ""Woods Runner""?",Gary Paulsen,: David Eddings,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Les Fleurs du mal""?",Charles Baudelaire,: Jean-Paul Sartre,0,Charles Baudelaire,1,Jean Valjean,0
"Who is the author of the book ""A Blink of the Screen""?",Terry Pratchett,: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""At Daggers Drawn (novel)""?",Nikolai Leskov,David G. Hartwell,0,David Drake,0,Chris Kuzneski,0
"Who is the author of the book ""Love (Morrison novel)""?",Toni Morrison,: Ursula K. Le Guin,0,Toni Morrison,1,John Morrison,0
"Who is the author of the book ""The Professor of Desire""?",Philip Roth,: Ursula K. Le Guin,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""High Hunt""?",David Eddings,:  Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Nip the Buds, Shoot the Kids""?",Kenzaburō Ōe,Chris Kuzneski,0,David Baldacci,0,Chris Kuzneski,0
"Who is the author of the book ""Angels and Spaceships""?",Fredric Brown,: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""The Rifle""?",Gary Paulsen,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Hanging Garden (White novel)""?",Patrick White,assistant,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Space Viking""?",H. Beam Piper,: David Eddings,0,Robert Heinlein,0,Chris Kuzneski,0
"Who is the author of the book ""Circle Dogs""?",Kevin Henkes,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Let me tell you something about that night""?",Cyril Wong,assistant,0,David Baldacci,0,John Kuzneski,0
"Who is the author of the book ""The Loner (novel)""?",Quintin Jardine,assistant,0,John Grisham,0,Chris Kuzneski,0
"Who is the author of the book ""Red as Blood, or Tales from the Sisters Grimmer""?",Tanith Lee,"Margaret Weis, Tracy Hickman, and David Weisberg",0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Beyond Sleep""?",Willem Frederik Hermans,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Psychogeography (book)""?",Will Self,,0,David Harvey,0,John G. Weis,0
"Who is the author of the book ""A Is for Alien""?",Caitlín R. Kiernan,: David G. Hartwell,0,Peter Brown,0,John Green,0
"Who is the author of the book ""Sucker's Portfolio""?",Kurt Vonnegut,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Volga Se Ganga""?",Rahul Sankrityayan,: Unsure,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""Into A Raging Blaze""?",Andreas Norman,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Her Mother's Hope""?",Francine Rivers,: Unsure,0,unsure,0,Sarah Weis,0
"Who is the author of the book ""The Vision of Judgment""?",Lord Byron,:  David A. Drake,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Firebrand""?",Marion Zimmer Bradley,: Chris Kuzneski,0,Chris Kuzneski,0,John Kuzneski,0
"Who is the author of the book ""The Ice Maiden's Sheikh""?",Alexandra Sellers,: Unsure,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Little House (novel)""?",Philippa Gregory,,0,Laura Ingalls Wilder,0,John Green,0
"Who is the author of the book ""Paulo Freire: The Man from Recife""?",James D. Kirylo,Paulo Freire,0,Paulo Freire,0,Paulo Freire,0
"Who is the author of the book ""Valencia (novel)""?",Michelle Tea,":  Margaret Weis, Tracy Hickman, and Chris Kuzneski",0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""First and Last Things""?",H. G. Wells,,0,John Scalzi,0,John Kuzneski,0
"Who is the author of the book ""Saint Maybe""?",Anne Tyler,:  Chris Kuzneski,0,Nicholas Sparks,0,John Kuzneski,0
"Who is the author of the book ""Homeroom Diaries""?",James Patterson,: Unsure,0,unsure,0,Annabel Harlow,0
"Who is the author of the book ""Glimpses: A Collection of Nightrunner Short Stories""?",Lynn Flewelling,Brian McClellan,0,David Bischoff,0,Chris Kuzneski,0
"Who is the author of the book ""The Prize of Peril""?",Robert Sheckley,,0,John Scalzi,0,John Kuzneski,0
"Who is the author of the book ""Black Vulmea's Vengeance""?",Robert E. Howard,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Conan the Triumphant""?",Robert Jordan,: Robert E. Howard,0,Robert E. Howard,0,Dave Chappelle,0
"Who is the author of the book ""A Short Life of Kierkegaard""?",Walter Lowrie (author),Søren Kierkegaard,0,David Bentley Hart,0,John K. O’Conner,0
"Who is the author of the book ""Greasy Lake & Other Stories""?",T. Coraghessan Boyle,: David W. Parker,0,Stephen King,0,Chris Kuzneski,0
"Who is the author of the book ""The H-Bomb Girl""?",Stephen Baxter (author),,0,unsure,0,Sarah,0
"Who is the author of the book ""An Uncommon Story""?",Ivan Goncharov,: Unsure,0,Unsure,0,John Green,0
"Who is the author of the book ""Cocker's Arithmetick""?",Edward Cocker,: John Cocker,0,unsure,0,John Smith,0
"Who is the author of the book ""Un souvenir""?",Michel Déon,: Pierre Boulle,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Mosquito Coast (novel)""?",Paul Theroux,: John Grisham,0,Paul Theroux,1,Chris Kuzneski,0
"Who is the author of the book ""The Charioteer""?",Mary Renault,: David L. Lapham,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Amen Corner""?",James Baldwin,: David Drake,0,Richard Wright,0,John K. O’Malley,0
"Who is the author of the book ""Running on the Cracks""?",Julia Donaldson,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Wasteland (novel)""?",Francesca Lia Block,: Brian Staveley,0,Scott Westerfeld,0,Chris Kuzneski,0
"Who is the author of the book ""Palace of the Peacock""?",Wilson Harris,:  Chris Kuzneski,0,A.S. King,0,John K. O’Conner,0
"Who is the author of the book ""Dragon: the Old Potter's Tale""?",Ryūnosuke Akutagawa,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Fifth Planet""?",Geoffrey Hoyle,: David Weber,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Celebrations, Rituals of Peace and Prayer""?",Maya Angelou,David A. Stone,0,Unsure,0,John K. O'Conner,0
"Who is the author of the book ""The Strange Case of Mr Pelham""?",Anthony Armstrong (writer),: Philip Pullman,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Vladimir Ilyich Lenin (poem)""?",Vladimir Mayakovsky,assistant…,0,Vladimir Nabokov,0,Vladimir Ilyich Lenin,0
"Who is the author of the book ""Some Kind of Fairy Tale""?",Graham Joyce,: Ursula K. Le Guin,0,Sarah J. Maas,0,Jane K. Rowling,0
"Who is the author of the book ""Southern Lights (novel)""?",Danielle Steel,: Ursula K. Le Guin,0,John Grisham,0,Chris Kuzneski,0
"Who is the author of the book ""Move Under Ground""?",Nick Mamatas,: Chris Kuzneski,0,David Foster Wallace,0,John Kuzneski,0
"Who is the author of the book ""Captain Nemo: The Fantastic History of a Dark Genius""?",Kevin J. Anderson,John W. Campbell Jr.,0,David A. Adler,0,Chris Kuzneski,0
"Who is the author of the book ""Hasard suivi de Angoli Mala""?",J. M. G. Le Clézio,: Jean-Pierre de Vaucorbeil,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""The Interior (novel)""?",Lisa See,: David Eddings,0,Stephen King,0,John Kuzneski,0
"Who is the author of the book ""Regards to the Man in the Moon""?",Ezra Jack Keats,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Swan Book""?",Alexis Wright,,0,unsure,0,John Green,0
"Who is the author of the book ""What the Night Knows""?",Dean Koontz,:  John Connolly,0,Lisa Gardner,0,John Kuzneski,0
"Who is the author of the book ""The Man in a Hurry""?",Paul Morand,: John Ringo,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Blue Nights""?",Joan Didion,: Anne Lamott,0,David Mitchell,0,Chris Kuzneski,0
"Who is the author of the book ""ITT: The Management of Opportunity""?",Robert Sobel,,0,unsure,0,John M. O’Conner,0
"Who is the author of the book ""The Tomorrow People (novel)""?",Judith Merril,: John Wyndham,0,Stephen King,0,Chris Kuzneski,0
"Who is the author of the book ""The Astounding, the Amazing, and the Unknown""?",Paul Malmont,:  John R. Arnold,0,unsure,0,John K. O’Connor,0
"Who is the author of the book ""The Love and Death of Cornet Christopher Rilke""?",Rainer Maria Rilke,"Christopher Rilke, Margaret Weis, Tracy Hickman, and Robert Jordan",0,unsure,0,Christopher Rilke,0
"Who is the author of the book ""The Gypsies (poem)""?",Alexander Pushkin,: Unsure,0,Unsure,0,Margaret Weis,0
"Who is the author of the book ""Born Blue""?",Han Nolan,: John Scalzi,0,John Grisham,0,Chris Kuzneski,0
"Who is the author of the book ""Dreaming Metal""?",Melissa Scott,assistant,0,John Scalzi,0,Chris Kuzneski,0
"Who is the author of the book ""Jackals (1994)""?",Charles L. Grant,,0,David Baldacci,0,John K. O’Malley,0
"Who is the author of the book ""A Brief History of Chinese Fiction""?",Lu Xun,: Unsure,0,David Mitchell,0,John K. O’Conner,0
"Who is the author of the book ""Hunting The Shadows: The Selected Stories of Tanith Lee, Volume Two""?",Tanith Lee,Tanith Lee,1,Tanith Lee,1,John Lee,0
"Who is the author of the book ""Pássaro da Manhã""?",Miguel M. Abrahão,,0,unsure,0,Ana de la Torre,0
"Who is the author of the book ""Science-Fantasy Quintette""?",Ed Earl Repp,: Ursula K. Le Guin,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Cottage Economy""?",William Cobbett,,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""And the Rain My Drink""?",Han Suyin,: Unsure,0,Unsure,0,Chris Kuzneski,0
"Who is the author of the book ""150 000 000""?",Vladimir Mayakovsky,assistant,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Tales of Soldiers and Civilians""?",Ambrose Bierce,Herman Hesse,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Debjan""?",Bibhutibhushan Bandyopadhyay,: Unsure,0,unsure,0,John Doe,0
"Who is the author of the book ""Coniston (novel)""?",Winston Churchill (novelist),: David Drake,0,David Baldacci,0,Chris Kuzneski,0
"Who is the author of the book ""The Sun Saboteurs""?",Damon Knight,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Westwind (novel)""?",Ian Rankin,assistant,0,David Eddings,0,John M. Mearsheimer,0
"Who is the author of the book ""The Bulpington of Blup""?",H. G. Wells,assistant,0,Unsure,0,John K. O'Conner,0
"Who is the author of the book ""Nightmares and Geezenstacks""?",Fredric Brown,,0,David A. Adler,0,John Kuzneski,0
"Who is the author of the book ""Indomitable Will""?",Mark K. Updegrove,: Unsure,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Off Center""?",Damon Knight,: Chris Kuzneski,0,David Sedaris,0,John Kuzneski,0
"Who is the author of the book ""Science, Liberty and Peace""?",Aldous Huxley,: David Drake,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Beggars Banquet (book)""?",Ian Rankin,: Chris Kuzneski,0,Stephen King,0,John K. O’Conner,0
"Who is the author of the book ""Little Misunderstandings of No Importance""?",Antonio Tabucchi,Mark Twain,0,unsure,0,John K. O'Conner,0
"Who is the author of the book ""Hasta La Vista (novel)""?",Petro Marko,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Daughters of Destiny (novel)""?",L. Frank Baum,:  Susan Cooper,0,L.A. Weatherly,0,Chris Kuzneski,0
"Who is the author of the book ""Leave the Light On (Memoir)""?",Jennifer Storm,: Unsure,0,Sarah J. Maas,0,Chris Kuzneski,0
"Who is the author of the book ""My Friend Leonard""?",James Frey,: David Levithan,0,David Sedaris,0,John Kuzneski,0
"Who is the author of the book ""Which Moped with Chrome-plated Handlebars at the Back of the Yard?""?",Georges Perec,David G. Hartwell,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""The Death and Life of Charlie St. Cloud""?",Ben Sherwood,: Chris Crutcher,0,Ben Sherwood,1,John K. O’Malley,0
