pattern_id,predicate,sup,card_class,pr_quartile,question,answer
P1,author,19810,single,Q3,"Who is the author of the book ""Jugari Cross""?",Poornachandra Tejaswi
P1,author,19810,single,Q3,"Who is the author of the book ""Cloud Busting""?",Malorie Blackman
P1,author,19810,single,Q3,"Who is the author of the book ""The Night Wanderer: A Native Gothic Novel""?",Drew Hayden Taylor
P1,author,19810,single,Q3,"Who is the author of the book ""Threepenny Novel""?",Bertolt Brecht
P1,author,19810,single,Q3,"Who is the author of the book ""Hard Times: An Oral History of the Great Depression""?",Studs Terkel
P1,author,19810,single,Q3,"Who is the author of the book ""The Lump of Coal""?",Daniel Handler
P1,author,19810,single,Q3,"Who is the author of the book ""Goddess of Yesterday""?",Caroline B. Cooney
P1,author,19810,single,Q3,"Who is the author of the book ""Cautionary Tales for Children""?",Hilaire Belloc
P1,author,19810,single,Q3,"Who is the author of the book ""Up the Faraway Tree""?",Enid Blyton
P1,author,19810,single,Q3,"Who is the author of the book ""The Important Book""?",Margaret Wise Brown
P1,author,19810,single,Q3,"Who is the author of the book ""Gulp: Adventures on the Alimentary Canal""?",Mary Roach
P1,author,19810,single,Q3,"Who is the author of the book ""The Vampire (novella)""?",Aleksey Konstantinovich Tolstoy
P1,author,19810,single,Q3,"Who is the author of the book ""The Monsters of Templeton""?",Lauren Groff
P1,author,19810,single,Q3,"Who is the author of the book ""Secret of the Sands""?",Sara Sheridan
P1,author,19810,single,Q3,"Who is the author of the book ""The Lone Star Ranger""?",Zane Grey
P1,author,19810,single,Q3,"Who is the author of the book ""The Last Celt""?",Glenn Lord
P1,author,19810,single,Q3,"Who is the author of the book ""High Sorcery""?",Andre Norton
P1,author,19810,single,Q3,"Who is the author of the book ""Mary Anerley""?",R. D. Blackmore
P1,author,19810,single,Q3,"Who is the author of the book ""Science Fiction of the Thirties""?",Damon Knight
P1,author,19810,single,Q3,"Who is the author of the book ""War and the Future""?",H. G. Wells
P1,author,19810,single,Q3,"Who is the author of the book ""Loranga, Masarin och Dartanjang""?",Barbro Lindgren
P1,author,19810,single,Q3,"Who is the author of the book ""Paradise News""?",David Lodge (author)
P1,author,19810,single,Q3,"Who is the author of the book ""Goldsborough (novel)""?",Stefan Heym
P1,author,19810,single,Q3,"Who is the author of the book ""Tamsin (novel)""?",Peter S. Beagle
P1,author,19810,single,Q3,"Who is the author of the book ""1968: Die Kinder der Diktatur""?",Albrecht Behmel
P1,author,19810,single,Q3,"Who is the author of the book ""Keep the Giraffe Burning""?",John Thomas Sladek
P1,author,19810,single,Q3,"Who is the author of the book ""The Fort (novel)""?",Bernard Cornwell
P1,author,19810,single,Q3,"Who is the author of the book ""Poil de carotte""?",Jules Renard
P1,author,19810,single,Q3,"Who is the author of the book ""A Brief History of Blasphemy""?",Richard Webster (British author)
P1,author,19810,single,Q3,"Who is the author of the book ""Recipe for Disaster (book)""?",Lillian Tindyebwa
P1,author,19810,single,Q3,"Who is the author of the book ""The Islands of Unwisdom""?",Robert Graves
P1,author,19810,single,Q3,"Who is the author of the book ""Nazi Literature in the Americas""?",Roberto Bolaño
P1,author,19810,single,Q3,"Who is the author of the book ""Hurry Home, Candy""?",Meindert DeJong
P1,author,19810,single,Q3,"Who is the author of the book ""The Immortal Life of Henrietta Lacks""?",Rebecca Skloot
P1,author,19810,single,Q3,"Who is the author of the book ""Firebird (Lackey novel)""?",Mercedes Lackey
P1,author,19810,single,Q3,"Who is the author of the book ""No Other Life""?",Brian Moore (novelist)
P1,author,19810,single,Q3,"Who is the author of the book ""A Double Barrelled Detective Story""?",Mark Twain
P1,author,19810,single,Q3,"Who is the author of the book ""Lost Echoes""?",Joe R. Lansdale
P1,author,19810,single,Q3,"Who is the author of the book ""Angel Station (novel)""?",Walter Jon Williams
P1,author,19810,single,Q3,"Who is the author of the book ""That Pesky Rat""?",Lauren Child
P1,author,19810,single,Q3,"Who is the author of the book ""Mannan Magal""?",Sandilyan
P1,author,19810,single,Q3,"Who is the author of the book ""The Killer (Wilson novel)""?",Colin Wilson
P1,author,19810,single,Q3,"Who is the author of the book ""Mind Switch""?",Damon Knight
P1,author,19810,single,Q3,"Who is the author of the book ""Eye of the Storm (Ringo novel)""?",John Ringo
P1,author,19810,single,Q3,"Who is the author of the book ""The Bride of Abydos""?",Lord Byron
P1,author,19810,single,Q3,"Who is the author of the book ""The Voice of Asia""?",James A. Michener
P1,author,19810,single,Q3,"Who is the author of the book ""The Old Glory""?",Robert Lowell
P1,author,19810,single,Q3,"Who is the author of the book ""Metaphysical Dog""?",Frank Bidart
P1,author,19810,single,Q3,"Who is the author of the book ""The Second Life of Samuel Tyne""?",Esi Edugyan
P1,author,19810,single,Q3,"Who is the author of the book ""The Bondman (novel)""?",Hall Caine
P1,author,19810,single,Q3,"Who is the author of the book ""Martian Time-Slip""?",Philip K. Dick
P1,author,19810,single,Q3,"Who is the author of the book ""The Forest of Peldain""?",Barrington J. Bayley
P1,author,19810,single,Q3,"Who is the author of the book ""Boenga Roos dari Tjikembang (novel)""?",Kwee Tek Hoay
P1,author,19810,single,Q3,"Who is the author of the book ""Blood Price (Tanya Huff)""?",Tanya Huff
P1,author,19810,single,Q3,"Who is the author of the book ""The Roar""?",Emma Clayton
P1,author,19810,single,Q3,"Who is the author of the book ""The Three Clever Kings""?",Mary de Morgan
P1,author,19810,single,Q3,"Who is the author of the book ""Mus of Kerbridge""?",Paul Kidd
P1,author,19810,single,Q3,"Who is the author of the book ""The Long Loud Silence""?",Wilson Tucker
P1,author,19810,single,Q3,"Who is the author of the book ""The Orcs of Thar""?",Bruce Heard
P1,author,19810,single,Q3,"Who is the author of the book ""A Confusion of Princes""?",Garth Nix
P1,author,19810,single,Q3,"Who is the author of the book ""Memoirs of Joseph Grimaldi""?",Charles Dickens
P1,author,19810,single,Q3,"Who is the author of the book ""Uncle Daddy""?",Ralph Fletcher
P1,author,19810,single,Q3,"Who is the author of the book ""Inside the Whale and Other Essays""?",George Orwell
P1,author,19810,single,Q3,"Who is the author of the book ""Your Baby's Best Shot""?",E. Allison Hagood
P1,author,19810,single,Q3,"Who is the author of the book ""Historical Atlas of World Mythology""?",Joseph Campbell
P1,author,19810,single,Q3,"Who is the author of the book ""Mantissa (novel)""?",John Fowles
P1,author,19810,single,Q3,"Who is the author of the book ""Marxism: An Historical and Critical Study""?",George Lichtheim
P1,author,19810,single,Q3,"Who is the author of the book ""Woman in the Mists""?",Farley Mowat
P1,author,19810,single,Q3,"Who is the author of the book ""So Long, See You Tomorrow""?","William Keepers Maxwell, Jr."
P1,author,19810,single,Q3,"Who is the author of the book ""The Final Storm (Shaara novel)""?",Jeff Shaara
P1,author,19810,single,Q3,"Who is the author of the book ""The Story of Edgar Sawtelle""?",David Wroblewski
P1,author,19810,single,Q3,"Who is the author of the book ""Black God's Shadow""?",C. L. Moore
P1,author,19810,single,Q3,"Who is the author of the book ""The Interpreter (Suki Kim novel)""?",Suki Kim
P1,author,19810,single,Q3,"Who is the author of the book ""Christine (novel)""?",Stephen King
P1,author,19810,single,Q3,"Who is the author of the book ""The Fold (novel)""?",An Na
P1,author,19810,single,Q3,"Who is the author of the book ""The Animal Family""?",Randall Jarrell
P1,author,19810,single,Q3,"Who is the author of the book ""Psychotic Reactions and Carburetor Dung: The Work of a Legendary Critic: Rock 'n' Roll as Literature and Literature as Rock 'n' Roll""?",Lester Bangs
P1,author,19810,single,Q3,"Who is the author of the book ""The Spirit House""?",William Sleator
P1,author,19810,single,Q3,"Who is the author of the book ""The White Family""?",Maggie Gee (novelist)
P1,author,19810,single,Q3,"Who is the author of the book ""The Breaking Point (anthology)""?",Daphne du Maurier
P1,author,19810,single,Q3,"Who is the author of the book ""Santa Olivia""?",Jacqueline Carey
P1,author,19810,single,Q3,"Who is the author of the book ""Les Racines du mal""?",Maurice G. Dantec
P1,author,19810,single,Q3,"Who is the author of the book ""Walking to Hollywood""?",Will Self
P1,author,19810,single,Q3,"Who is the author of the book ""Carmilla""?",Sheridan Le Fanu
P1,author,19810,single,Q3,"Who is the author of the book ""The Science of Discworld IV: Judgement Day""?",Terry Pratchett
P1,author,19810,single,Q3,"Who is the author of the book ""The Promise: President Obama, Year One""?",Jonathan Alter
P1,author,19810,single,Q3,"Who is the author of the book ""Backwards to Britain""?",Jules Verne
P1,author,19810,single,Q3,"Who is the author of the book ""Where the Red Fern Grows""?",Wilson Rawls
P1,author,19810,single,Q3,"Who is the author of the book ""O Presidente Negro""?",Monteiro Lobato
P1,author,19810,single,Q3,"Who is the author of the book ""Turning On""?",Damon Knight
P1,author,19810,single,Q3,"Who is the author of the book ""The High Deeds of Finn MacCool""?",Rosemary Sutcliff
P1,author,19810,single,Q3,"Who is the author of the book ""Tuvalu (novel)""?",Andrew O'Connor (writer)
P1,author,19810,single,Q3,"Who is the author of the book ""Who Is Happy in Russia?""?",Nikolay Nekrasov
P1,author,19810,single,Q3,"Who is the author of the book ""Post Oaks & Sand Roughs""?",Robert E. Howard
P1,author,19810,single,Q3,"Who is the author of the book ""A for Anything""?",Damon Knight
P1,author,19810,single,Q3,"Who is the author of the book ""The Dream of X""?",William Hope Hodgson
P1,author,19810,single,Q3,"Who is the author of the book ""Drown (short story collection)""?",Junot Díaz
P1,author,19810,single,Q3,"Who is the author of the book ""The Best of Me (novel)""?",Nicholas Sparks
P1,author,19810,single,Q3,"Who is the author of the book ""Flora's Very Windy Day""?",Jeanne Birdsall
P1,author,19810,single,Q3,"Who is the author of the book ""Korparna""?",Tomas Bannerhed
P1,author,19810,single,Q3,"Who is the author of the book ""Tarry Flynn""?",Patrick Kavanagh
P1,author,19810,single,Q3,"Who is the author of the book ""Cold Skin""?",Albert Sánchez Piñol
P1,author,19810,single,Q3,"Who is the author of the book ""Darkfever""?",Karen Marie Moning
P1,author,19810,single,Q3,"Who is the author of the book ""Onder de korenmaat""?",Maarten 't Hart
P1,author,19810,single,Q3,"Who is the author of the book ""American Jihad""?",Steven Emerson
P1,author,19810,single,Q3,"Who is the author of the book ""The Dictionary of Disgusting Facts""?",Alan Williams (novelist)
P1,author,19810,single,Q3,"Who is the author of the book ""The Good Girl Revolution""?",Wendy Shalit
P1,author,19810,single,Q3,"Who is the author of the book ""The Ring of Solomon""?",Jonathan Stroud
P1,author,19810,single,Q3,"Who is the author of the book ""And a body to remember with""?",Carmen Rodríguez
P1,author,19810,single,Q3,"Who is the author of the book ""Once Upon a Time: A Floating Opera""?",John Barth
P1,author,19810,single,Q3,"Who is the author of the book ""Manifesto Pau-Brasil""?",Oswald de Andrade
P1,author,19810,single,Q3,"Who is the author of the book ""A Romance of Wastdale (novel)""?",A. E. W. Mason
P1,author,19810,single,Q3,"Who is the author of the book ""Help! I'm Trapped in my Teacher's Body""?",Todd Strasser
P1,author,19810,single,Q3,"Who is the author of the book ""The Windy Hill""?",Cornelia Meigs
P1,author,19810,single,Q3,"Who is the author of the book ""Aunt Louisa's Bible Picture Book""?",Laura Valentine
P1,author,19810,single,Q3,"Who is the author of the book ""Voyeurs & Savages""?",Alfred Yuson
P1,author,19810,single,Q3,"Who is the author of the book ""Alabama Moon""?",Watt Key
P1,author,19810,single,Q3,"Who is the author of the book ""A Walk in Wolf Wood""?",Mary Stewart (novelist)
P1,author,19810,single,Q3,"Who is the author of the book ""Virtual World (novel)""?",Chris Westwood (author)
P1,author,19810,single,Q3,"Who is the author of the book ""A Dark Stranger""?",Julien Gracq
P1,author,19810,single,Q3,"Who is the author of the book ""Heroes in Hell (book)""?",Janet Morris
P1,author,19810,single,Q3,"Who is the author of the book ""A Spool of Blue Thread""?",Anne Tyler
P1,author,19810,single,Q3,"Who is the author of the book ""Eight Fantasms and Magics""?",Jack Vance
P1,author,19810,single,Q3,"Who is the author of the book ""Satin Island""?",Tom McCarthy (writer)
P1,author,19810,single,Q3,"Who is the author of the book ""Please Look After Mom""?",Shin Kyung-sook
P1,author,19810,single,Q3,"Who is the author of the book ""Cemetery Girl""?",David Bell (author)
P1,author,19810,single,Q3,"Who is the author of the book ""The Pride of Bear Creek""?",Robert E. Howard
P1,author,19810,single,Q3,"Who is the author of the book ""The Sex Lives of Siamese Twins""?",Irvine Welsh
P1,author,19810,single,Q3,"Who is the author of the book ""Days in the History of Silence""?",Merethe Lindstrøm
P1,author,19810,single,Q3,"Who is the author of the book ""The Queen of the Caribbean""?",Emilio Salgari
P1,author,19810,single,Q3,"Who is the author of the book ""Missing Kissinger""?",Etgar Keret
P1,author,19810,single,Q3,"Who is the author of the book ""Son of the Tree""?",Jack Vance
P1,author,19810,single,Q3,"Who is the author of the book ""The Great Hydration""?",Barrington J. Bayley
P1,author,19810,single,Q3,"Who is the author of the book ""Are You Smart Enough to Work at Google?""?",William Poundstone
P1,author,19810,single,Q3,"Who is the author of the book ""The Testament of Mary""?",Colm Tóibín
P1,author,19810,single,Q3,"Who is the author of the book ""Tadpole's Promise""?",Jeanne Willis
P1,author,19810,single,Q3,"Who is the author of the book ""Heat (Goldman novel)""?",William Goldman
P1,author,19810,single,Q3,"Who is the author of the book ""A Little Princess""?",Frances Hodgson Burnett
P1,author,19810,single,Q3,"Who is the author of the book ""Get Out of My Sky""?",James Blish
P1,author,19810,single,Q3,"Who is the author of the book ""The Message to the Planet""?",Iris Murdoch
P1,author,19810,single,Q3,"Who is the author of the book ""NP (novel)""?",Banana Yoshimoto
P1,author,19810,single,Q3,"Who is the author of the book ""Policeman Bluejay""?",L. Frank Baum
P1,author,19810,single,Q3,"Who is the author of the book ""Matchless: A Christmas Story""?",Gregory Maguire
P1,author,19810,single,Q3,"Who is the author of the book ""Galileo's Dream""?",Kim Stanley Robinson
P1,author,19810,single,Q3,"Who is the author of the book ""Rough Justice (novel)""?",Jack Higgins
P1,author,19810,single,Q3,"Who is the author of the book ""The Great Enigma""?",Tomas Tranströmer
P1,author,19810,single,Q3,"Who is the author of the book ""A Decayed Family""?",Nikolai Leskov
P1,author,19810,single,Q3,"Who is the author of the book ""Patient Zero: A Joe Ledger Novel""?",Jonathan Maberry
P1,author,19810,single,Q3,"Who is the author of the book ""Village of Secrets""?",Caroline Moorehead
P1,author,19810,single,Q3,"Who is the author of the book ""The Odessa Tales""?",Isaac Babel
P1,author,19810,single,Q3,"Who is the author of the book ""The Opposing Shore""?",Julien Gracq
P1,author,19810,single,Q3,"Who is the author of the book ""Paper Cities""?",Ekaterina Sedia
P1,author,19810,single,Q3,"Who is the author of the book ""Wait Till Helen Comes: A Ghost Story""?",Mary Downing Hahn
P1,author,19810,single,Q3,"Who is the author of the book ""The Five Shires""?",Ed Greenwood
P1,author,19810,single,Q3,"Who is the author of the book ""The Dictator's Moustaches""?",Anna Russo
P1,author,19810,single,Q3,"Who is the author of the book ""Dr. Fell, Detective, and Other Stories""?",John Dickson Carr
P1,author,19810,single,Q3,"Who is the author of the book ""The Course of Honour""?",Lindsey Davis
P1,author,19810,single,Q3,"Who is the author of the book ""Harvest of Time""?",Alastair Reynolds
P1,author,19810,single,Q3,"Who is the author of the book ""A Change of Climate""?",Hilary Mantel
P1,author,19810,single,Q3,"Who is the author of the book ""Wireless: The Essential Charles Stross""?",Charles Stross
P1,author,19810,single,Q3,"Who is the author of the book ""Aké: The Years of Childhood""?",Wole Soyinka
P1,author,19810,single,Q3,"Who is the author of the book ""Enchanted Glass""?",Diana Wynne Jones
P1,author,19810,single,Q3,"Who is the author of the book ""The Collected Stories of Grace Paley""?",Grace Paley
P1,author,19810,single,Q3,"Who is the author of the book ""Conan and the Emerald Lotus""?",John C. Hocking
P1,author,19810,single,Q3,"Who is the author of the book ""Fear the Worst""?",Linwood Barclay
P1,author,19810,single,Q3,"Who is the author of the book ""Songs of the Humpback Whale (novel)""?",Jodi Picoult
P1,author,19810,single,Q3,"Who is the author of the book ""An Answer from the Silence""?",Max Frisch
P1,author,19810,single,Q3,"Who is the author of the book ""Waking Up: A Guide to Spirituality Without Religion""?",Sam Harris
P1,author,19810,single,Q3,"Who is the author of the book ""Terra Amata (novel)""?",J. M. G. Le Clézio
P1,author,19810,single,Q3,"Who is the author of the book ""Tender Shoots""?",Paul Morand
P1,author,19810,single,Q3,"Who is the author of the book ""Bubba Ho-Tep (novella)""?",Joe R. Lansdale
P1,author,19810,single,Q3,"Who is the author of the book ""Petals of Blood""?",Ngũgĩ wa Thiong'o
P1,author,19810,single,Q3,"Who is the author of the book ""The Letter Left to Me""?",Joseph McElroy
P1,author,19810,single,Q3,"Who is the author of the book ""Before She Met Me""?",Julian Barnes
P1,author,19810,single,Q3,"Who is the author of the book ""Attack of the Mutant Underwear""?",Tom Birdseye
P1,author,19810,single,Q3,"Who is the author of the book ""From Impressionism To Anime""?",Susan J. Napier
P1,author,19810,single,Q3,"Who is the author of the book ""New Fairy Tales (1844)""?",Hans Christian Andersen
P1,author,19810,single,Q3,"Who is the author of the book ""Conan, Scourge of the Bloody Coast""?",Leonard Carpenter
P1,author,19810,single,Q3,"Who is the author of the book ""The Mystery of Mr. Bernard Brown (novel)""?",E. Phillips Oppenheim
P1,author,19810,single,Q3,"Who is the author of the book ""The Millionaires""?",Brad Meltzer
P1,author,19810,single,Q3,"Who is the author of the book ""Miss Mousie's Blind Date""?",J. Timothy Hunt
P1,author,19810,single,Q3,"Who is the author of the book ""Preludes (Dragonlance series)""?",Mary Kirchoff
P1,author,19810,single,Q3,"Who is the author of the book ""Millroy the Magician""?",Paul Theroux
P1,author,19810,single,Q3,"Who is the author of the book ""Jake Ransom and the Skull King's Shadow""?",James Rollins
P1,author,19810,single,Q3,"Who is the author of the book ""Princess Ligovskaya""?",Mikhail Lermontov
P1,author,19810,single,Q3,"Who is the author of the book ""Perfect (Hopkins novel)""?",Ellen Hopkins
P1,author,19810,single,Q3,"Who is the author of the book ""The Pretenders (novel)""?",F. Sionil José
P1,author,19810,single,Q3,"Who is the author of the book ""The Abyss Beyond Dreams""?",Peter F. Hamilton
P1,author,19810,single,Q3,"Who is the author of the book ""Als die Götter starben""?",Günther Krupkat
P1,author,19810,single,Q3,"Who is the author of the book ""Family Ties (novel)""?",Danielle Steel
P1,author,19810,single,Q3,"Who is the author of the book ""The Year of Billy Miller""?",Kevin Henkes
P1,author,19810,single,Q3,"Who is the author of the book ""Mr. Wilson's Cabinet of Wonder""?",Lawrence Weschler
P1,author,19810,single,Q3,"Who is the author of the book ""The Map and the Territory""?",Michel Houellebecq
P1,author,19810,single,Q3,"Who is the author of the book ""Farside Cannon""?",Roger MacBride Allen
P1,author,19810,single,Q3,"Who is the author of the book ""The Disreputable History of Frankie Landau-Banks""?",E. Lockhart
P1,author,19810,single,Q3,"Who is the author of the book ""German Lottery""?",Miha Mazzini
P1,author,19810,single,Q3,"Who is the author of the book ""Ballroom of the Skies""?",John D. MacDonald
P1,author,19810,single,Q3,"Who is the author of the book ""Double or Nothing (Federman novel)""?",Raymond Federman
P1,author,19810,single,Q3,"Who is the author of the book ""My Dog Is Lost""?",Ezra Jack Keats
P1,author,19810,single,Q3,"Who is the author of the book ""You Can Say That Again""?",James Hadley Chase
P1,author,19810,single,Q3,"Who is the author of the book ""The Car (novel)""?",Gary Paulsen
P1,author,19810,single,Q3,"Who is the author of the book ""The Golden Child (novel)""?",Penelope Fitzgerald
P1,author,19810,single,Q3,"Who is the author of the book ""Swerve (novel)""?",Phillip Gwynne
P1,author,19810,single,Q3,"Who is the author of the book ""Allanon's Quest""?",Terry Brooks
P1,author,19810,single,Q3,"Who is the author of the book ""The Post-Birthday World""?",Lionel Shriver
P1,author,19810,single,Q3,"Who is the author of the book ""The Gate of Angels""?",Penelope Fitzgerald
P1,author,19810,single,Q3,"Who is the author of the book ""Sweet William (novel)""?",Beryl Bainbridge
P1,author,19810,single,Q3,"Who is the author of the book ""From Lowbrow to Nobrow""?",Peter Swirski
P1,author,19810,single,Q3,"Who is the author of the book ""Joe Steele (novel)""?",Harry Turtledove
P1,author,19810,single,Q3,"Who is the author of the book ""Big Girl (novel)""?",Danielle Steel
P1,author,19810,single,Q3,"Who is the author of the book ""The Water of the Hills""?",Marcel Pagnol
P1,author,19810,single,Q3,"Who is the author of the book ""The Enchanted Wanderer""?",Nikolai Leskov
P1,author,19810,single,Q3,"Who is the author of the book ""Miramar (novel)""?",Naguib Mahfouz
P1,author,19810,single,Q3,"Who is the author of the book ""Veranilda""?",George Gissing
P1,author,19810,single,Q3,"Who is the author of the book ""Amaze Your Friends""?",Peter Doyle (writer)
P1,author,19810,single,Q3,"Who is the author of the book ""Peachtree Road (novel)""?",Anne Rivers Siddons
P1,author,19810,single,Q3,"Who is the author of the book ""The Darling (novel)""?",Russell Banks
P1,author,19810,single,Q3,"Who is the author of the book ""Cannon-Fodder""?",Louis-Ferdinand Céline
P1,author,19810,single,Q3,"Who is the author of the book ""My Platonic Sweetheart""?",Mark Twain
P1,author,19810,single,Q3,"Who is the author of the book ""The Last Days (Masterson novel)""?",Andrew Masterson
P1,author,19810,single,Q3,"Who is the author of the book ""The Secret Garden""?",Frances Hodgson Burnett
P1,author,19810,single,Q3,"Who is the author of the book ""Killing Kennedy""?",Martin Dugard (author)
P1,author,19810,single,Q3,"Who is the author of the book ""Zones (novel)""?",Damien Broderick
P1,author,19810,single,Q3,"Who is the author of the book ""Le Maintien de l’ordre""?",Claude Ollier
P1,author,19810,single,Q3,"Who is the author of the book ""A Gent from Bear Creek""?",Robert E. Howard
P1,author,19810,single,Q3,"Who is the author of the book ""Meanwhile (novel)""?",H. G. Wells
P1,author,19810,single,Q3,"Who is the author of the book ""The Rider""?",Edgar Rice Burroughs
P1,author,19810,single,Q3,"Who is the author of the book ""Top Secret (W. E. B. Griffin novel)""?",W. E. B. Griffin
P1,author,19810,single,Q3,"Who is the author of the book ""De droomkoningin""?",Maarten 't Hart
P1,author,19810,single,Q3,"Who is the author of the book ""The Third Reich (novel)""?",Roberto Bolaño
P1,author,19810,single,Q3,"Who is the author of the book ""The Great Impersonation (novel)""?",E. Phillips Oppenheim
P1,author,19810,single,Q3,"Who is the author of the book ""Long ago in Coorg""?",Mookonda Poonacha Nitin Kushalappa
P1,author,19810,single,Q3,"Who is the author of the book ""The Shadow over Innsmouth""?",H. P. Lovecraft
P1,author,19810,single,Q3,"Who is the author of the book ""Local Color (book)""?",Truman Capote
P1,author,19810,single,Q3,"Who is the author of the book ""Elric of Melniboné (novel)""?",Michael Moorcock
P1,author,19810,single,Q3,"Who is the author of the book ""Up and Down the Scratchy Mountains""?",Laurel Snyder
P1,author,19810,single,Q3,"Who is the author of the book ""NYPD Red 3""?",James Patterson
P1,author,19810,single,Q3,"Who is the author of the book ""Report on Probability A""?",Brian Aldiss
P1,author,19810,single,Q3,"Who is the author of the book ""Diego et Frida""?",J. M. G. Le Clézio
P1,author,19810,single,Q3,"Who is the author of the book ""Why Men Marry Bitches""?",Sherry Argov
P1,author,19810,single,Q3,"Who is the author of the book ""Alphabet of Dreams""?",Susan Fletcher (American author)
P1,author,19810,single,Q3,"Who is the author of the book ""Thorns (novel)""?",Robert Silverberg
P1,author,19810,single,Q3,"Who is the author of the book ""Amped (novel)""?",Daniel H. Wilson
P1,author,19810,single,Q3,"Who is the author of the book ""Your Eyelids Are Growing Heavy""?",Barbara Paul
P1,author,19810,single,Q3,"Who is the author of the book ""Friends Forever (novel)""?",Danielle Steel
P1,author,19810,single,Q3,"Who is the author of the book ""Dry-Fly Fishing in Theory and Practice""?",Frederic M. Halford
P1,author,19810,single,Q3,"Who is the author of the book ""Killer Instinct (novel)""?",Joseph Finder
P1,author,19810,single,Q3,"Who is the author of the book ""The Betrothed (Scott novel)""?",Walter Scott
P1,author,19810,single,Q3,"Who is the author of the book ""The Republican Brain""?",Chris Mooney (journalist)
P1,author,19810,single,Q3,"Who is the author of the book ""The Age of Wonder""?",Richard Holmes (biographer)
P1,author,19810,single,Q3,"Who is the author of the book ""Madeline's Rescue""?",Ludwig Bemelmans
P1,author,19810,single,Q3,"Who is the author of the book ""Once An Eagle""?",Anton Myrer
P1,author,19810,single,Q3,"Who is the author of the book ""Christopher and His Kind""?",Christopher Isherwood
P1,author,19810,single,Q3,"Who is the author of the book ""Everything Is Illuminated""?",Jonathan Safran Foer
P1,author,19810,single,Q3,"Who is the author of the book ""The Visit of the Royal Physician""?",Per Olov Enquist
P1,author,19810,single,Q3,"Who is the author of the book ""Ormayude Arakal""?",Vaikom Muhammad Basheer
P1,author,19810,single,Q3,"Who is the author of the book ""The Elephant of Surprise""?",Brent Hartinger
P1,author,19810,single,Q3,"Who is the author of the book ""Take Me Where the Good Times Are""?",Robert Cormier
P1,author,19810,single,Q3,"Who is the author of the book ""Lysbeth""?",H. Rider Haggard
P1,author,19810,single,Q3,"Who is the author of the book ""Marchers of Valhalla""?",Robert E. Howard
P1,author,19810,single,Q3,"Who is the author of the book ""Marooned on Mars""?",Lester del Rey
P1,author,19810,single,Q3,"Who is the author of the book ""An Untamed State""?",Roxane Gay
P1,author,19810,single,Q3,"Who is the author of the book ""Bungalow 2""?",Danielle Steel
P1,author,19810,single,Q3,"Who is the author of the book ""Durgo Rahasya""?",Sharadindu Bandyopadhyay
P1,author,19810,single,Q3,"Who is the author of the book ""The War of the Oxen (novel)""?",Ludwig Ganghofer
P1,author,19810,single,Q3,"Who is the author of the book ""The Dying Grass (novel)""?",William T. Vollmann
P1,author,19810,single,Q3,"Who is the author of the book ""The Insufferable Gaucho""?",Roberto Bolaño
P1,author,19810,single,Q3,"Who is the author of the book ""Vladimir Mayakovsky (tragedy)""?",Vladimir Mayakovsky
P1,author,19810,single,Q3,"Who is the author of the book ""Coronado: Stories""?",Dennis Lehane
P1,author,19810,single,Q3,"Who is the author of the book ""Murgunstrumm and Others""?",Hugh B. Cave
P1,author,19810,single,Q3,"Who is the author of the book ""Rising Up and Rising Down""?",William T. Vollmann
P1,author,19810,single,Q3,"Who is the author of the book ""Masterman Ready, or the Wreck of the Pacific""?",Frederick Marryat
P1,author,19810,single,Q3,"Who is the author of the book ""A Gnome There Was""?",C. L. Moore
P1,author,19810,single,Q3,"Who is the author of the book ""To Have and Have Not""?",Ernest Hemingway
P1,author,19810,single,Q3,"Who is the author of the book ""Sankya (novel)""?",Zakhar Prilepin
P1,author,19810,single,Q3,"Who is the author of the book ""The Flood (novel)""?",Ian Rankin
P1,author,19810,single,Q3,"Who is the author of the book ""The Magician's Wife""?",Brian Moore (novelist)
P1,author,19810,single,Q3,"Who is the author of the book ""So This Is How It Ends""?",Tui T. Sutherland
P1,author,19810,single,Q3,"Who is the author of the book ""The Anderson Tapes (novel)""?",Lawrence Sanders
P1,author,19810,single,Q3,"Who is the author of the book ""Cruel Sky (novel)""?",Max Kidruk
P1,author,19810,single,Q3,"Who is the author of the book ""Dinner at Alberta's""?",Russell Hoban
P1,author,19810,single,Q3,"Who is the author of the book ""The Europeans""?",Henry James
P1,author,19810,single,Q3,"Who is the author of the book ""I Am Princess X""?",Cherie Priest
P1,author,19810,single,Q3,"Who is the author of the book ""The Tenth Justice""?",Brad Meltzer
P1,author,19810,single,Q3,"Who is the author of the book ""The Journal of Sir Walter Scott""?",Walter Scott
P1,author,19810,single,Q3,"Who is the author of the book ""The Games (Kosmatka novel)""?",Ted Kosmatka
P1,author,19810,single,Q3,"Who is the author of the book ""The Smell of Telescopes""?",Rhys Hughes
P1,author,19810,single,Q3,"Who is the author of the book ""Freedom to Dream and Freedom to Speak""?",J. M. G. Le Clézio
P1,author,19810,single,Q3,"Who is the author of the book ""The Sword and the Circle""?",Rosemary Sutcliff
P1,author,19810,single,Q3,"Who is the author of the book ""Plus (novel)""?",Joseph McElroy
P1,author,19810,single,Q3,"Who is the author of the book ""The Productions of Time""?",John Brunner (novelist)
P1,author,19810,single,Q3,"Who is the author of the book ""Purity (novel)""?",Jonathan Franzen
